pct_num,pct_name,hodges13_votes,winton13_votes,samuels13_votes,andrew13_votes,hodges13_pct,winton13_pct,samuels13_pct,andrew13_pct,mayor_13_total,hodges17_votes,frey17_votes,levy17_votes,dehn17_votes,hoch17_votes,hodges17_pct,frey17_pct,levy17_pct,dehn17_pct,hoch17_pct,mayor_17_total,murphy18_votes,swanson18_votes,walz18_votes,murphy18_pct,swanson18_pct,walz18_pct,gov_18_total,hilstrom18_votes,ellison18_votes,pelikan18_votes,rothman18_votes,foley18_votes,hilstrom18_pct,ellison18_pct,pelikan18_pct,rothman18_pct,foley18_pct,ag_18_total,omar18_votes,kelliher18_votes,ray18_votes,omar18_pct,kelliher18_pct,ray18_pct,ush_18_total,sanders20_votes,warren20_votes,biden20_votes,bloomberg20_votes,sanders20_pct,warren20_pct,biden20_pct,bloomberg20_pct,pres_20_total,omar20_votes,omar20_pct,ush_20_total,frey21_votes,knuth21_votes,nezhad21_votes,frey21_pct,knuth21_pct,nezhad21_pct,mayor_21_total,yes1_votes,yes1_pct,structure_21_total,yes2_votes,yes2_pct,police_21_total,yes3_votes,yes3_pct,rent_21_total
1360,MINNEAPOLIS W-1 P-01,134.0,46.0,52.0,159.0,26.02,8.93,10.1,30.87,514.0,64.0,95.0,69.0,56.0,77.0,15.72,23.34,16.95,13.76,18.92,407.0,175.0,41.0,90.0,56.45,13.23,29.03,353.0,32.0,186.0,52.0,9.0,24.0,10.56,61.39,17.16,2.97,7.92,344.0,193.0,64.0,29.0,62.66,20.78,9.42,347.0,202,86,79,25,49.63,21.13,19.41,6.14,428,281,70.25,426,175,105,130,33.98,20.39,25.24,515,206,40.55,508,241,45.9,525,273,53.22,513
1365,MINNEAPOLIS W-1 P-02,282.0,99.0,76.0,235.0,31.69,11.12,8.54,26.4,890.0,186.0,316.0,193.0,191.0,298.0,14.31,24.31,14.85,14.69,22.92,1300.0,537.0,131.0,356.0,51.93,12.67,34.43,1145.0,136.0,582.0,137.0,70.0,79.0,13.55,57.97,13.65,6.97,7.87,1109.0,591.0,277.0,95.0,57.83,27.1,9.3,1110.0,612,396,318,46,42.92,27.77,22.3,3.23,1474,933,67.41,1495,764,372,363,41.7,20.31,19.81,1832,807,44.88,1798,827,44.99,1838,916,50.16,1826
1370,MINNEAPOLIS W-1 P-03,288.0,155.0,83.0,249.0,31.3,16.85,9.02,27.07,918.0,211.0,339.0,209.0,221.0,236.0,16.54,26.57,16.38,17.32,18.5,1276.0,516.0,110.0,401.0,49.76,10.61,38.67,1116.0,137.0,604.0,134.0,72.0,71.0,13.46,59.33,13.16,7.07,6.97,1092.0,634.0,255.0,99.0,61.85,24.88,9.66,1092.0,494,446,310,56,36.43,32.89,22.86,4.13,1380,903,67.54,1402,682,350,382,40.52,20.8,22.7,1683,797,47.61,1674,780,46.24,1687,882,52.66,1675
1375,MINNEAPOLIS W-1 P-04,275.0,90.0,91.0,204.0,34.63,11.34,11.46,25.69,793.0,177.0,283.0,162.0,250.0,205.0,15.47,24.74,14.16,21.85,17.92,1144.0,491.0,89.0,324.0,53.54,9.71,35.33,990.0,96.0,546.0,141.0,63.0,55.0,10.65,60.6,15.65,6.99,6.1,969.0,572.0,209.0,85.0,63.2,23.09,9.39,969.0,545,384,242,34,43.53,30.67,19.33,2.72,1269,818,67.16,1262,581,323,391,39.05,21.71,26.28,1488,656,44.44,1476,729,48.73,1496,809,54.66,1480
1380,MINNEAPOLIS W-1 P-05,234.0,65.0,79.0,190.0,32.87,9.13,11.1,26.69,712.0,160.0,265.0,135.0,147.0,197.0,16.88,27.95,14.24,15.51,20.78,948.0,333.0,95.0,310.0,44.52,12.7,41.44,818.0,102.0,408.0,110.0,62.0,50.0,13.93,55.74,15.03,8.47,6.83,796.0,402.0,240.0,58.0,54.4,32.48,7.85,790.0,398,267,246,42,39.6,26.57,24.48,4.18,1039,625,61.52,1068,598,223,262,45.86,17.1,20.09,1304,633,49.22,1286,522,39.88,1309,645,49.65,1299
1385,MINNEAPOLIS W-1 P-06,226.0,66.0,89.0,172.0,30.09,8.79,11.85,22.9,745.0,182.0,258.0,147.0,203.0,199.0,17.25,24.45,13.93,19.24,18.86,1055.0,478.0,124.0,251.0,54.63,14.17,28.69,948.0,120.0,510.0,133.0,48.0,42.0,14.07,59.79,15.59,5.63,4.92,923.0,582.0,160.0,68.0,66.36,18.24,7.75,935.0,631,327,188,49,51.26,26.56,15.27,3.98,1265,824,75.6,1142,421,289,427,30.73,21.09,31.17,1370,476,35.55,1339,798,58.81,1357,853,63.37,1346
1390,MINNEAPOLIS W-1 P-07,106.0,23.0,29.0,61.0,35.57,7.72,9.73,20.47,296.0,87.0,102.0,113.0,197.0,50.0,14.52,17.03,18.86,32.89,8.35,599.0,361.0,69.0,170.0,59.38,11.35,27.96,644.0,58.0,346.0,119.0,35.0,34.0,9.8,58.45,20.1,5.91,5.74,625.0,441.0,86.0,54.0,72.53,14.14,8.88,635.0,725,179,113,14,68.46,16.9,10.67,1.32,1081,646,81.16,830,210,171,388,22.95,18.69,42.4,915,259,28.52,908,629,68.22,922,658,71.44,921
1395,MINNEAPOLIS W-1 P-08,154.0,34.0,61.0,78.0,37.2,8.21,14.73,18.84,414.0,74.0,123.0,136.0,141.0,107.0,12.19,20.26,22.41,23.23,17.63,607.0,322.0,72.0,183.0,54.95,12.29,31.23,617.0,64.0,354.0,101.0,31.0,26.0,11.11,61.46,17.53,5.38,4.51,602.0,366.0,118.0,65.0,63.21,20.38,11.23,604.0,404,190,140,34,51.14,24.05,17.72,4.3,807,497,75.88,678,290,162,258,35.19,19.66,31.31,824,299,37.14,805,459,56.39,814,505,62.5,808
1400,MINNEAPOLIS W-1 P-09,180.0,50.0,87.0,171.0,29.27,8.13,14.15,27.8,613.0,144.0,233.0,172.0,250.0,194.0,13.74,22.23,16.41,23.86,18.51,1048.0,469.0,108.0,288.0,53.23,12.26,32.69,953.0,103.0,522.0,135.0,39.0,57.0,12.03,60.98,15.77,4.56,6.66,920.0,595.0,159.0,69.0,68.0,18.17,7.89,935.0,748,300,160,30,58.85,23.6,12.59,2.36,1305,903,75.56,1274,484,320,393,32.55,21.52,26.43,1487,552,38.33,1440,797,54.51,1462,933,63.73,1464
1405,MINNEAPOLIS W-1 P-10,,,,,,,,,,65.0,127.0,59.0,59.0,80.0,15.63,30.53,14.18,14.18,19.23,416.0,173.0,58.0,123.0,48.6,16.29,34.55,393.0,61.0,178.0,61.0,15.0,31.0,17.63,51.45,17.63,4.34,8.96,378.0,192.0,93.0,47.0,54.86,26.57,13.43,378.0,226,113,101,14,48.29,24.15,21.58,2.99,476,292,66.67,472,258,93,116,43.73,15.76,19.66,590,265,45.45,583,249,41.92,594,298,50.59,589
1410,MINNEAPOLIS W-2 P-01,471.0,65.0,116.0,189.0,45.03,6.21,11.09,18.07,1045.0,142.0,104.0,131.0,168.0,77.0,21.42,15.69,19.76,25.34,11.61,663.0,323.0,87.0,185.0,53.57,14.43,30.68,638.0,56.0,383.0,89.0,32.0,27.0,9.54,65.25,15.16,5.45,4.6,620.0,333.0,92.0,138.0,55.59,15.36,23.04,622.0,362,239,109,31,46.89,30.96,14.12,4.02,790,562,73.08,810,260,226,307,28.23,24.54,33.33,921,339,37.21,911,543,58.77,924,617,67.43,915
1415,MINNEAPOLIS W-2 P-02,351.0,36.0,65.0,151.0,49.23,5.05,9.12,21.18,711.0,181.0,131.0,149.0,209.0,104.0,22.74,16.46,18.72,26.26,13.07,796.0,432.0,54.0,321.0,53.01,6.63,39.39,835.0,85.0,508.0,100.0,77.0,37.0,10.53,62.95,12.39,9.54,4.58,825.0,436.0,164.0,197.0,53.3,20.05,24.08,835.0,426,275,174,18,45.56,29.41,18.61,1.93,938,652,70.64,943,312,343,282,29.43,32.36,26.6,1060,464,43.98,1055,612,57.41,1066,681,64.25,1060
1420,MINNEAPOLIS W-2 P-03,131.0,33.0,33.0,71.0,38.64,9.73,9.73,20.94,335.0,81.0,90.0,103.0,197.0,67.0,13.99,15.54,17.79,34.02,11.57,579.0,367.0,81.0,193.0,56.46,12.46,29.69,680.0,77.0,348.0,119.0,54.0,35.0,12.16,54.98,18.8,8.53,5.53,659.0,463.0,113.0,47.0,70.47,17.2,7.15,683.0,765,166,112,21,69.67,15.12,10.2,1.91,1104,598,82.26,748,216,165,327,23.97,18.31,36.29,901,279,31.85,876,584,65.54,891,676,76.82,880
1425,MINNEAPOLIS W-2 P-04,29.0,16.0,13.0,16.0,24.17,13.33,10.83,13.33,120.0,24.0,41.0,55.0,125.0,16.0,8.03,13.71,18.39,41.81,5.35,299.0,54.0,7.0,15.0,68.35,8.86,18.99,89.0,16.0,37.0,14.0,3.0,3.0,21.92,50.68,19.18,4.11,4.11,82.0,64.0,6.0,8.0,80.0,7.5,10.0,88.0,521,81,124,20,67.57,10.51,16.08,2.59,808,61,85.92,73,35,65,130,11.44,21.24,42.48,306,51,16.67,306,243,77.64,313,271,87.14,311
1430,MINNEAPOLIS W-2 P-05,228.0,27.0,51.0,132.0,44.02,5.21,9.85,25.48,512.0,124.0,130.0,112.0,207.0,145.0,16.47,17.26,14.87,27.49,19.26,753.0,398.0,77.0,289.0,51.69,10.0,37.53,792.0,88.0,441.0,106.0,74.0,42.0,11.72,58.72,14.11,9.85,5.59,775.0,453.0,220.0,74.0,57.56,27.95,9.4,809.0,786,307,230,37,55.82,21.8,16.34,2.63,1419,699,70.75,1023,482,266,305,39.0,21.52,24.68,1236,580,48.37,1199,624,51.23,1218,785,64.98,1208
1435,MINNEAPOLIS W-2 P-06,198.0,44.0,30.0,115.0,43.81,9.73,6.64,25.44,452.0,125.0,107.0,78.0,119.0,110.0,22.2,19.01,13.85,21.14,19.54,563.0,304.0,53.0,237.0,50.75,8.85,39.57,626.0,58.0,366.0,74.0,52.0,38.0,9.86,62.24,12.59,8.84,6.46,611.0,361.0,185.0,40.0,59.97,30.73,6.64,623.0,347,197,164,32,44.54,25.29,21.05,4.11,787,450,64.84,713,315,159,193,42.4,21.4,25.98,743,377,51.08,738,370,49.66,745,419,56.78,738
1440,MINNEAPOLIS W-2 P-07,37.0,7.0,18.0,47.0,25.69,4.86,12.5,32.64,141.0,37.0,38.0,46.0,101.0,29.0,13.75,14.13,17.1,37.55,10.78,269.0,69.0,25.0,60.0,44.23,16.03,38.46,157.0,13.0,92.0,19.0,20.0,11.0,8.39,59.35,12.26,12.9,7.1,156.0,75.0,59.0,13.0,48.08,37.82,8.33,157.0,324,66,65,10,67.5,13.75,13.54,2.08,496,97,63.4,158,93,46,87,32.18,15.92,30.1,289,117,41.64,281,169,58.88,287,201,70.03,287
1445,MINNEAPOLIS W-2 P-08,564.0,104.0,122.0,287.0,45.48,8.39,9.84,23.15,1237.0,301.0,301.0,251.0,268.0,275.0,20.86,20.86,17.39,18.57,19.06,1443.0,663.0,148.0,594.0,46.82,10.45,41.95,1486.0,139.0,896.0,140.0,136.0,77.0,10.01,64.55,10.09,9.8,5.55,1454.0,664.0,278.0,441.0,47.09,19.72,31.28,1466.0,518,620,425,65,30.69,36.73,25.18,3.85,1707,1157,67.66,1754,867,575,417,41.13,27.28,19.78,2108,1076,51.31,2097,1005,47.47,2117,1120,53.31,2101
1450,MINNEAPOLIS W-2 P-09,144.0,18.0,38.0,116.0,39.24,4.9,10.35,31.61,365.0,74.0,94.0,90.0,173.0,62.0,14.43,18.32,17.54,33.72,12.09,513.0,196.0,37.0,147.0,51.44,9.71,38.58,389.0,33.0,240.0,42.0,41.0,16.0,8.87,64.52,11.29,11.02,4.3,379.0,213.0,97.0,67.0,55.47,25.26,17.45,390.0,307,132,100,13,52.66,22.64,17.15,2.23,591,307,74.51,422,182,124,162,33.7,22.96,30.0,540,227,42.83,530,319,59.96,532,357,68.0,525
1455,MINNEAPOLIS W-2 P-10,44.0,34.0,14.0,44.0,21.89,16.92,6.97,21.89,201.0,79.0,65.0,62.0,134.0,18.0,20.31,16.71,15.94,34.45,4.63,389.0,79.0,21.0,39.0,56.43,15.0,27.86,147.0,29.0,54.0,31.0,8.0,13.0,21.48,40.0,22.96,5.93,9.63,142.0,108.0,14.0,17.0,76.06,9.86,11.97,147.0,835,190,228,41,63.02,14.34,17.21,3.09,1394,160,80.0,215,65,80,282,11.63,14.31,50.45,559,110,20.04,549,435,78.1,557,465,83.33,558
1456,MINNEAPOLIS W-2 P-11,,,,,,,,,,167.0,125.0,139.0,165.0,102.0,22.94,17.17,19.09,22.66,14.01,728.0,364.0,91.0,261.0,50.63,12.66,36.3,765.0,63.0,469.0,93.0,57.0,28.0,8.87,66.06,13.1,8.03,3.94,754.0,381.0,129.0,191.0,52.7,17.84,26.42,756.0,320,291,179,25,37.51,34.11,20.98,2.93,865,605,71.77,880,322,307,257,31.32,29.86,25.0,1028,423,41.72,1014,547,53.16,1029,611,59.44,1028
1460,MINNEAPOLIS W-3 P-01,46.0,25.0,9.0,35.0,27.71,15.06,5.42,21.08,166.0,73.0,111.0,65.0,287.0,32.0,11.89,18.08,10.59,46.74,5.21,614.0,321.0,35.0,121.0,66.19,7.22,24.95,507.0,72.0,209.0,124.0,16.0,40.0,15.62,45.34,26.9,3.47,8.68,484.0,402.0,35.0,31.0,82.72,7.2,6.38,503.0,616,130,207,39,60.69,12.81,20.39,3.84,1040,262,80.86,335,65,63,158,16.97,16.45,41.25,383,86,22.4,384,265,68.3,388,302,78.24,386
1465,MINNEAPOLIS W-3 P-02,164.0,26.0,36.0,102.0,39.42,6.25,8.65,24.52,414.0,117.0,242.0,146.0,302.0,124.0,11.72,24.25,14.63,30.26,12.42,998.0,530.0,93.0,303.0,56.68,9.95,32.41,976.0,148.0,473.0,185.0,60.0,47.0,16.21,51.81,20.26,6.57,5.15,950.0,681.0,169.0,57.0,72.83,18.07,6.1,963.0,834,329,253,39,55.2,21.77,16.74,2.58,1524,850,74.76,1170,342,241,406,29.43,20.74,34.94,1162,425,36.86,1153,728,62.44,1166,811,70.1,1157
1470,MINNEAPOLIS W-3 P-03,317.0,92.0,102.0,314.0,32.02,9.29,10.3,31.72,988.0,164.0,537.0,147.0,238.0,352.0,10.85,35.52,9.72,15.74,23.28,1512.0,513.0,180.0,626.0,38.51,13.51,47.0,1415.0,138.0,727.0,173.0,188.0,73.0,10.62,55.97,13.32,14.47,5.62,1372.0,672.0,491.0,120.0,50.45,36.86,9.01,1401.0,691,419,474,96,37.41,22.69,25.66,5.2,1877,1003,56.44,1826,1137,380,368,52.81,17.65,17.09,2153,1277,60.01,2128,837,38.91,2151,983,46.04,2135
1475,MINNEAPOLIS W-3 P-04,173.0,64.0,80.0,153.0,26.17,9.68,12.1,23.15,659.0,64.0,153.0,60.0,105.0,131.0,11.57,27.67,10.85,18.99,23.69,553.0,210.0,80.0,132.0,48.84,18.6,30.7,459.0,58.0,257.0,52.0,24.0,32.0,13.71,60.76,12.29,5.67,7.57,450.0,229.0,107.0,42.0,53.88,25.18,9.88,448.0,276,134,134,28,45.7,22.19,22.19,4.64,622,345,63.89,563,278,117,218,37.67,15.85,29.54,738,308,42.66,722,388,53.01,732,438,60.0,730
1480,MINNEAPOLIS W-3 P-05,208.0,71.0,87.0,157.0,30.23,10.32,12.65,22.82,688.0,100.0,235.0,132.0,143.0,166.0,12.25,28.8,16.18,17.52,20.34,816.0,291.0,93.0,233.0,46.34,14.81,37.1,678.0,72.0,350.0,93.0,47.0,41.0,11.94,58.04,15.42,7.79,6.8,652.0,375.0,144.0,67.0,60.68,23.3,10.84,657.0,446,248,185,32,46.31,25.75,19.21,3.32,987,613,67.51,960,461,256,272,39.4,21.88,23.25,1170,512,44.14,1160,577,49.06,1176,674,57.61,1170
1485,MINNEAPOLIS W-3 P-06,354.0,62.0,130.0,225.0,36.2,6.34,13.29,23.01,963.0,204.0,311.0,253.0,308.0,196.0,14.93,22.77,18.52,22.55,14.35,1366.0,626.0,125.0,340.0,56.7,11.32,30.8,1171.0,124.0,696.0,171.0,48.0,53.0,11.36,63.74,15.66,4.4,4.85,1152.0,751.0,179.0,100.0,67.78,16.16,9.03,1162.0,888,391,258,25,55.53,24.45,16.14,1.56,1626,1115,77.48,1501,535,366,554,30.14,20.62,31.21,1775,672,38.47,1747,1026,57.97,1770,1123,63.92,1757
1490,MINNEAPOLIS W-3 P-07,339.0,136.0,75.0,209.0,37.92,15.21,8.39,23.38,894.0,130.0,335.0,89.0,93.0,266.0,13.87,35.75,9.5,9.93,28.39,937.0,320.0,91.0,351.0,41.29,11.74,45.29,843.0,86.0,416.0,115.0,85.0,44.0,11.53,55.76,15.42,11.39,5.9,801.0,378.0,272.0,66.0,49.93,35.93,8.72,799.0,290,287,408,78,25.46,25.2,35.82,6.85,1159,526,51.27,1066,701,214,165,52.83,16.13,12.43,1327,795,60.27,1319,428,32.04,1336,546,41.21,1325
1495,MINNEAPOLIS W-3 P-08,198.0,101.0,68.0,207.0,25.85,13.19,8.88,27.02,766.0,93.0,282.0,35.0,63.0,204.0,13.29,40.29,5.0,9.0,29.14,700.0,210.0,95.0,276.0,35.71,16.16,46.94,671.0,60.0,292.0,116.0,68.0,40.0,10.42,50.69,20.14,11.81,6.94,654.0,222.0,231.0,78.0,38.34,39.9,13.47,646.0,199,206,294,70,23.95,24.79,35.38,8.42,863,374,48.57,817,613,158,131,56.92,14.67,12.16,1077,662,61.93,1069,338,31.18,1084,425,39.5,1076
1500,MINNEAPOLIS W-3 P-09,211.0,72.0,48.0,181.0,36.38,12.41,8.28,31.21,580.0,119.0,386.0,46.0,86.0,327.0,12.09,39.23,4.67,8.74,33.23,984.0,287.0,88.0,450.0,34.58,10.6,54.22,907.0,112.0,430.0,95.0,111.0,69.0,13.71,52.63,11.63,13.59,8.45,888.0,345.0,341.0,79.0,42.02,41.53,9.62,883.0,312,312,589,102,21.15,21.15,39.93,6.92,1496,685,42.18,1696,1331,278,204,62.05,12.96,9.51,2145,1515,71.26,2126,537,24.97,2151,719,33.71,2133
1501,MINNEAPOLIS W-3 P-10,,,,,,,,,,51.0,104.0,76.0,106.0,52.0,12.32,25.12,18.36,25.6,12.56,414.0,212.0,38.0,108.0,57.77,10.35,29.43,389.0,39.0,208.0,68.0,21.0,22.0,10.89,58.1,18.99,5.87,6.15,376.0,255.0,56.0,31.0,70.83,15.56,8.61,377.0,322,118,77,14,58.76,21.53,14.05,2.55,565,344,76.11,490,182,129,165,30.85,21.86,27.97,590,214,36.77,582,338,57.09,592,332,56.27,590
1502,MINNEAPOLIS W-3 P-11,,,,,,,,,,60.0,261.0,36.0,42.0,172.0,10.12,44.01,6.07,7.08,29.01,593.0,186.0,47.0,213.0,41.33,10.44,47.33,488.0,67.0,228.0,73.0,38.0,34.0,15.23,51.82,16.59,8.64,7.73,470.0,266.0,133.0,35.0,59.51,29.75,7.83,472.0,180,190,267,40,25.07,26.46,37.19,5.57,736,398,55.59,761,451,139,105,51.6,15.9,12.01,874,536,61.68,869,283,31.94,886,358,41.1,871
1503,MINNEAPOLIS W-3 P-12,,,,,,,,,,36.0,109.0,33.0,35.0,90.0,11.29,34.17,10.34,10.97,28.21,319.0,94.0,59.0,120.0,34.06,21.38,43.48,316.0,36.0,150.0,47.0,19.0,19.0,13.28,55.35,17.34,7.01,7.01,309.0,99.0,106.0,29.0,36.4,38.97,10.66,305.0,152,87,137,54,32.48,18.59,29.27,11.54,493,240,54.18,476,306,55,67,56.56,10.17,12.38,541,272,51.61,527,200,37.11,539,244,45.86,532
1504,MINNEAPOLIS W-3 P-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,90,85,16,68.88,13.27,12.54,2.36,688,230,90.91,265,40,56,162,11.9,16.67,48.21,336,59,17.88,330,255,75.67,337,274,81.79,335
1505,MINNEAPOLIS W-4 P-01,69.0,44.0,60.0,99.0,17.78,11.34,15.46,25.52,384.0,79.0,99.0,111.0,60.0,111.0,14.93,18.71,20.98,11.34,20.98,529.0,132.0,111.0,136.0,33.17,27.89,34.17,449.0,45.0,254.0,43.0,16.0,35.0,11.45,64.63,10.94,4.07,8.91,442.0,158.0,96.0,37.0,39.7,24.12,9.3,435.0,211,67,169,33,42.2,13.4,33.8,6.6,525,297,59.76,542,384,54,108,54.86,7.71,15.43,700,329,47.27,696,196,27.68,708,322,46.33,695
1510,MINNEAPOLIS W-4 P-02,107.0,58.0,71.0,116.0,20.78,11.26,13.79,22.52,513.0,122.0,132.0,158.0,52.0,120.0,17.73,19.19,22.97,7.56,17.44,688.0,206.0,137.0,174.0,38.36,25.51,32.4,605.0,74.0,331.0,58.0,30.0,39.0,13.91,62.22,10.9,5.64,7.33,594.0,220.0,134.0,55.0,41.12,25.05,10.28,589.0,328,120,231,50,43.04,15.75,30.32,6.56,799,452,61.25,844,516,82,153,49.24,7.82,14.6,1048,486,47.93,1014,352,33.91,1038,496,48.58,1021
1515,MINNEAPOLIS W-4 P-03,24.0,25.0,45.0,44.0,11.01,11.47,20.64,20.18,218.0,66.0,69.0,80.0,44.0,49.0,18.59,19.44,22.54,12.39,13.8,355.0,123.0,80.0,57.0,45.56,29.63,21.11,287.0,30.0,195.0,22.0,7.0,21.0,10.91,70.91,8.0,2.55,7.64,291.0,100.0,47.0,37.0,36.63,17.22,13.55,286.0,169,46,78,14,52.0,14.15,24.0,4.31,335,202,64.95,346,206,44,89,44.02,9.4,19.02,468,214,46.12,464,200,42.19,474,264,56.65,466
1520,MINNEAPOLIS W-4 P-04,194.0,82.0,136.0,158.0,26.98,11.4,18.92,21.98,718.0,121.0,201.0,155.0,171.0,239.0,12.33,20.49,15.8,17.43,24.36,981.0,303.0,176.0,260.0,40.29,23.4,34.57,860.0,79.0,468.0,100.0,48.0,50.0,10.6,62.82,13.42,6.44,6.71,846.0,359.0,207.0,63.0,48.19,27.79,8.46,831.0,422,233,261,53,41.91,23.14,25.92,5.26,1053,590,63.51,1016,673,183,232,49.41,13.44,17.03,1362,666,49.12,1356,518,37.87,1368,661,48.75,1356
1525,MINNEAPOLIS W-4 P-05,114.0,56.0,128.0,98.0,20.11,9.88,22.57,17.28,564.0,104.0,114.0,196.0,93.0,152.0,14.21,15.57,26.78,12.7,20.77,732.0,240.0,127.0,185.0,42.18,22.32,32.51,629.0,58.0,383.0,70.0,26.0,31.0,10.21,67.43,12.32,4.58,5.46,620.0,248.0,118.0,59.0,42.83,20.38,10.19,625.0,370,140,216,33,47.13,17.83,27.52,4.2,809,497,66.53,817,463,93,220,45.48,9.14,21.61,1018,459,45.45,1010,426,41.56,1025,567,55.64,1019
1530,MINNEAPOLIS W-4 P-06,87.0,40.0,71.0,70.0,21.38,9.83,17.44,17.2,406.0,77.0,105.0,98.0,65.0,129.0,14.61,19.92,18.6,12.33,24.48,527.0,171.0,96.0,110.0,43.73,24.55,28.13,434.0,50.0,270.0,33.0,27.0,14.0,12.69,68.53,8.38,6.85,3.55,433.0,146.0,85.0,40.0,36.59,21.3,10.03,434.0,238,91,158,41,43.19,16.52,28.68,7.44,573,294,61.12,513,337,77,131,48.56,11.1,18.88,694,314,46.45,676,277,40.2,689,381,55.7,684
1535,MINNEAPOLIS W-4 P-07,158.0,76.0,120.0,141.0,25.77,12.4,19.58,23.0,613.0,81.0,162.0,150.0,115.0,193.0,10.8,21.6,20.0,15.33,25.73,750.0,232.0,114.0,216.0,40.42,19.86,37.63,644.0,81.0,308.0,86.0,43.0,43.0,14.44,54.9,15.33,7.66,7.66,627.0,276.0,168.0,56.0,48.51,29.53,9.84,629.0,287,206,209,40,36.61,26.28,26.66,5.1,819,430,57.56,819,539,147,181,47.95,13.08,16.1,1124,533,48.24,1105,393,34.72,1132,496,44.33,1119
1540,MINNEAPOLIS W-4 P-08,116.0,29.0,104.0,76.0,24.52,6.13,21.99,16.07,469.0,125.0,151.0,152.0,109.0,106.0,17.51,21.15,21.29,15.27,14.85,714.0,237.0,139.0,207.0,40.31,23.64,35.2,632.0,60.0,393.0,80.0,30.0,24.0,10.22,66.95,13.63,5.11,4.09,627.0,264.0,113.0,86.0,44.82,19.19,14.6,624.0,316,194,192,31,41.42,25.43,25.16,4.06,781,486,66.94,768,427,118,216,43.66,12.07,22.09,978,418,43.5,961,418,42.7,979,544,56.08,970
1555,MINNEAPOLIS W-5 P-01,102.0,15.0,125.0,63.0,18.99,2.79,23.28,11.73,533.0,111.0,87.0,220.0,107.0,70.0,16.95,13.28,33.59,16.34,10.69,655.0,254.0,114.0,129.0,49.03,22.01,24.9,550.0,28.0,430.0,52.0,7.0,12.0,5.29,81.29,9.83,1.32,2.27,557.0,191.0,81.0,51.0,35.97,15.25,9.6,557.0,239,91,205,32,40.3,15.35,34.57,5.4,610,439,67.75,678,514,96,148,55.63,10.39,16.02,924,464,52.25,888,338,36.86,917,519,57.67,900
1560,MINNEAPOLIS W-5 P-02,52.0,30.0,158.0,69.0,11.3,6.52,34.35,15.0,458.0,72.0,74.0,136.0,50.0,76.0,14.57,14.98,27.53,10.12,15.38,494.0,126.0,89.0,110.0,36.95,26.1,32.26,375.0,44.0,236.0,37.0,9.0,19.0,12.75,68.41,10.72,2.61,5.51,378.0,137.0,74.0,33.0,38.92,21.02,9.38,380.0,203,76,122,35,44.03,16.49,26.46,7.59,486,253,61.41,450,320,56,97,50.96,8.92,15.45,628,289,47.15,613,226,35.87,630,330,52.88,624
1565,MINNEAPOLIS W-5 P-03,38.0,12.0,118.0,39.0,11.45,3.61,35.54,11.75,326.0,70.0,49.0,143.0,62.0,49.0,16.71,11.69,34.13,14.8,11.69,419.0,127.0,64.0,78.0,45.04,22.7,27.66,293.0,24.0,218.0,19.0,13.0,7.0,8.54,77.58,6.76,4.63,2.49,293.0,94.0,30.0,38.0,32.64,10.42,13.19,299.0,182,46,102,28,48.66,12.3,27.27,7.49,386,263,66.75,406,275,49,108,50.74,9.04,19.93,542,238,44.82,531,210,38.75,542,320,60.04,533
1570,MINNEAPOLIS W-5 P-04,55.0,11.0,87.0,57.0,13.75,2.75,21.75,14.25,392.0,78.0,61.0,137.0,98.0,87.0,15.63,12.22,27.45,19.64,17.43,499.0,183.0,93.0,126.0,43.99,22.36,30.29,436.0,45.0,314.0,29.0,18.0,14.0,10.71,74.76,6.9,4.29,3.33,439.0,149.0,74.0,53.0,35.31,17.54,12.56,436.0,208,99,161,33,40.31,19.19,31.2,6.4,522,330,65.22,537,335,72,98,54.74,11.76,16.01,612,307,51.0,602,237,38.35,618,329,54.02,609
1575,MINNEAPOLIS W-5 P-05,68.0,14.0,163.0,81.0,13.99,2.88,33.54,16.67,485.0,94.0,80.0,163.0,52.0,88.0,18.04,15.36,31.29,9.98,16.89,521.0,136.0,94.0,117.0,38.53,26.63,33.14,368.0,40.0,248.0,34.0,21.0,12.0,11.27,69.86,9.58,5.92,3.38,369.0,152.0,60.0,40.0,42.94,16.95,11.3,366.0,180,98,133,26,39.47,21.49,29.17,5.7,463,345,66.09,541,316,77,97,53.02,12.92,16.28,596,312,53.33,585,231,38.5,600,331,55.82,593
1580,MINNEAPOLIS W-5 P-06C,126.0,21.0,64.0,97.0,27.27,4.55,13.85,21.0,456.0,53.0,32.0,24.0,30.0,46.0,26.5,16.0,12.0,15.0,23.0,200.0,75.0,52.0,46.0,41.44,28.73,25.41,204.0,20.0,127.0,24.0,7.0,8.0,10.75,68.28,12.9,3.76,4.3,207.0,65.0,40.0,19.0,34.76,21.39,10.16,205.0,95,33,89,27,36.26,12.6,33.97,10.31,265,142,65.74,225,136,19,57,48.4,6.76,20.28,281,134,50.19,267,108,39.56,273,166,61.71,269
