pct_num,pct_name,hodges13_votes,winton13_votes,samuels13_votes,andrew13_votes,hodges13_pct,winton13_pct,samuels13_pct,andrew13_pct,hodges17_votes,frey17_votes,levy17_votes,dehn17_votes,hoch17_votes,hodges17_pct,frey17_pct,levy17_pct,dehn17_pct,hoch17_pct,murphy18_votes,swanson18_votes,walz18_votes,murphy18_pct,swanson18_pct,walz18_pct,hilstrom18_votes,ellison18_votes,pelikan18_votes,rothman18_votes,foley18_votes,hilstrom18_pct,ellison18_pct,pelikan18_pct,rothman18_pct,foley18_pct,omar18_votes,kelliher18_votes,ray18_votes,omar18_pct,kelliher18_pct,ray18_pct,sanders20_votes,warren20_votes,biden20_votes,bloomberg20_votes,sanders20_pct,warren20_pct,biden20_pct,bloomberg20_pct,omar20_votes,melton20_votes,omar20_pct,melton20_pct,frey21_votes,knuth21_votes,nezhad21_votes,frey21_pct,knuth21_pct,nezhad21_pct,yes1_votes,no1_votes,yes1_pct,no1_pct,yes2_votes,no2_votes,yes2_pct,no2_pct,yes3_votes,no3_votes,yes3_pct,no3_pct
1817,MINNEAPOLIS W-10 P-03B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
1820,MINNEAPOLIS W-10 P-04,267.0,60.0,32.0,118.0,45.64,10.26,5.47,20.17,154.0,162.0,119.0,161.0,125.0,20.26,21.32,15.66,21.18,16.45,404.0,68.0,271.0,53.3,8.97,35.75,88.0,435.0,122.0,56.0,38.0,11.91,58.86,16.51,7.58,5.14,479.0,169.0,50.0,64.21,22.65,6.7,598,310,184,27,51.55,26.72,15.86,2.33,235,718,24.25,74.1,354,228,360,32.36,20.84,32.91,652,435,59.98,40.02,455,645,41.36,58.64,412,673,37.97,62.03
1825,MINNEAPOLIS W-10 P-05A,303.0,49.0,81.0,203.0,41.45,6.7,11.08,27.77,202.0,183.0,79.0,98.0,172.0,26.58,24.08,10.39,12.89,22.63,295.0,80.0,328.0,41.73,11.32,46.39,90.0,395.0,75.0,70.0,61.0,13.02,57.16,10.85,10.13,8.83,356.0,260.0,77.0,50.14,36.62,10.85,307,241,262,41,34.46,27.05,29.41,4.6,296,525,35.41,62.8,470,208,212,47.96,21.22,21.63,419,549,43.29,56.71,545,435,55.61,44.39,496,476,51.03,48.97
1827,MINNEAPOLIS W-10 P-05B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
1830,MINNEAPOLIS W-10 P-06,314.0,57.0,65.0,161.0,43.07,7.82,8.92,22.09,218.0,188.0,146.0,192.0,202.0,22.11,19.07,14.81,19.47,20.49,522.0,96.0,350.0,53.37,9.82,35.79,126.0,523.0,176.0,77.0,49.0,13.25,54.99,18.51,8.1,5.15,615.0,195.0,111.0,63.86,20.25,11.53,690,386,249,26,49.46,27.67,17.85,1.86,287,833,25.2,73.13,441,292,427,32.98,21.84,31.94,742,592,55.62,44.38,568,779,42.17,57.83,497,841,37.15,62.85
1835,MINNEAPOLIS W-10 P-07,409.0,61.0,102.0,139.0,47.45,7.08,11.83,16.13,105.0,96.0,153.0,219.0,55.0,15.91,14.55,23.18,33.18,8.33,505.0,64.0,172.0,67.07,8.5,22.84,69.0,471.0,153.0,34.0,20.0,9.24,63.05,20.48,4.55,2.68,594.0,69.0,60.0,77.65,9.02,7.84,678,226,89,12,66.08,22.03,8.67,1.17,120,717,14.17,84.65,161,141,408,19.44,17.03,49.28,602,217,73.5,26.5,237,597,28.42,71.58,173,659,20.79,79.21
1840,MINNEAPOLIS W-10 P-08,207.0,29.0,55.0,80.0,40.04,5.61,10.64,15.47,79.0,96.0,103.0,168.0,87.0,14.03,17.05,18.29,29.84,15.45,359.0,58.0,191.0,58.09,9.39,30.91,82.0,358.0,106.0,37.0,28.0,13.42,58.59,17.35,6.06,4.58,432.0,87.0,68.0,69.23,13.94,10.9,500,191,73,14,62.97,24.06,9.19,1.76,140,551,19.97,78.6,187,135,288,26.04,18.8,40.11,458,245,65.15,34.85,246,476,34.07,65.93,199,519,27.72,72.28
1845,MINNEAPOLIS W-10 P-09,211.0,37.0,35.0,91.0,43.15,7.57,7.16,18.61,115.0,111.0,169.0,250.0,105.0,14.48,13.98,21.28,31.49,13.22,524.0,105.0,244.0,58.61,11.74,27.29,83.0,574.0,181.0,41.0,39.0,9.04,62.53,19.72,4.47,4.25,657.0,105.0,90.0,70.72,11.3,9.69,876,267,95,26,67.49,20.57,7.32,2.0,162,867,15.41,82.49,259,172,491,24.16,16.04,45.8,720,339,67.99,32.01,340,741,31.45,68.55,250,821,23.34,76.66
1850,MINNEAPOLIS W-10 P-10,,,,,,,,,119.0,90.0,118.0,166.0,97.0,19.16,14.49,19.0,26.73,15.62,498.0,84.0,226.0,59.29,10.0,26.9,71.0,600.0,139.0,41.0,35.0,8.01,67.72,15.69,4.63,3.95,624.0,92.0,87.0,68.95,10.17,9.61,667,260,125,19,60.86,23.72,11.41,1.73,182,890,16.61,81.2,239,139,383,23.92,13.91,38.34,594,378,61.11,38.89,384,606,38.79,61.21,246,734,25.1,74.9
1855,MINNEAPOLIS W-10 P-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,253,165,38,50.0,25.56,16.67,3.84,195,550,25.73,72.56,267,174,282,32.29,21.04,34.1,489,336,59.27,40.73,336,499,40.24,59.76,293,536,35.34,64.66
1860,MINNEAPOLIS W-11 P-01,354.0,72.0,91.0,193.0,43.38,8.82,11.15,23.65,201.0,239.0,132.0,121.0,221.0,21.18,25.18,13.91,12.75,23.29,350.0,88.0,395.0,41.52,10.44,46.86,83.0,499.0,115.0,69.0,51.0,10.16,61.08,14.08,8.45,6.24,466.0,273.0,74.0,55.88,32.73,8.87,283,313,319,56,27.77,30.72,31.31,5.5,438,585,42.07,56.2,630,248,225,51.05,20.1,18.23,479,751,38.94,61.06,778,461,62.79,37.21,683,548,55.48,44.52
1865,MINNEAPOLIS W-11 P-02,365.0,136.0,80.0,279.0,36.1,13.45,7.91,27.6,247.0,319.0,94.0,108.0,318.0,21.86,28.23,8.32,9.56,28.14,368.0,101.0,478.0,38.13,10.47,49.53,105.0,558.0,95.0,111.0,76.0,11.11,59.05,10.05,11.75,8.04,400.0,405.0,90.0,41.88,42.41,9.42,284,299,482,63,23.01,24.23,39.06,5.11,575,636,46.22,51.13,869,292,144,55.17,18.54,9.14,494,1061,31.77,68.23,1092,483,69.33,30.67,952,609,60.99,39.01
1870,MINNEAPOLIS W-11 P-03,222.0,66.0,42.0,143.0,38.95,11.58,7.37,25.09,137.0,184.0,105.0,94.0,167.0,19.38,26.03,14.85,13.3,23.62,308.0,100.0,272.0,44.7,14.51,39.48,78.0,407.0,109.0,41.0,41.0,11.54,60.21,16.12,6.07,6.07,362.0,186.0,79.0,53.31,27.39,11.63,389,229,241,45,41.56,24.47,25.75,4.81,329,560,35.96,61.2,554,167,181,49.16,14.82,16.06,516,602,46.15,53.85,700,428,62.06,37.94,583,542,51.82,48.18
1875,MINNEAPOLIS W-11 P-04,495.0,143.0,109.0,293.0,41.74,12.06,9.19,24.7,278.0,402.0,212.0,222.0,348.0,18.39,26.59,14.02,14.68,23.02,603.0,122.0,560.0,46.6,9.43,43.28,158.0,746.0,148.0,135.0,66.0,12.61,59.54,11.81,10.77,5.27,603.0,310.0,332.0,47.22,24.28,26.0,467,496,486,67,29.97,31.84,31.19,4.3,573,946,36.71,60.6,915,517,290,46.1,26.05,14.61,800,1169,40.63,59.37,1194,799,59.91,40.09,1025,946,52.0,48.0
1880,MINNEAPOLIS W-11 P-05,257.0,82.0,75.0,165.0,38.59,12.31,11.26,24.77,154.0,237.0,85.0,88.0,187.0,19.9,30.62,10.98,11.37,24.16,268.0,69.0,324.0,40.42,10.41,48.87,60.0,367.0,80.0,77.0,56.0,9.38,57.34,12.5,12.03,8.75,301.0,215.0,102.0,46.09,32.92,15.62,196,214,352,54,23.06,25.18,41.41,6.35,434,437,49.32,49.66,625,215,120,55.56,19.11,10.67,383,742,34.04,65.96,800,340,70.18,29.82,722,403,64.18,35.82
1885,MINNEAPOLIS W-11 P-06,420.0,148.0,95.0,247.0,40.58,14.3,9.18,23.86,240.0,406.0,117.0,186.0,270.0,18.62,31.5,9.08,14.43,20.95,436.0,132.0,501.0,40.52,12.27,46.56,107.0,603.0,123.0,130.0,75.0,10.31,58.09,11.85,12.52,7.23,471.0,333.0,230.0,44.35,31.36,21.66,298,392,489,63,23.08,30.36,37.88,4.88,629,714,46.01,52.23,954,415,207,51.68,22.48,11.21,693,1147,37.66,62.34,1235,619,66.61,33.39,1087,754,59.04,40.96
1890,MINNEAPOLIS W-11 P-07,271.0,133.0,73.0,250.0,31.81,15.61,8.57,29.34,219.0,341.0,120.0,110.0,260.0,19.8,30.83,10.85,9.95,23.51,378.0,126.0,411.0,40.82,13.61,44.38,105.0,560.0,90.0,76.0,72.0,11.63,62.02,9.97,8.42,7.97,426.0,255.0,189.0,46.76,27.99,20.75,292,309,429,62,25.57,27.06,37.57,5.43,501,643,42.57,54.63,874,293,203,53.72,18.01,12.48,649,971,40.06,59.94,1124,517,68.49,31.51,1004,618,61.9,38.1
1895,MINNEAPOLIS W-11 P-08,229.0,100.0,61.0,170.0,33.63,14.68,8.96,24.96,171.0,263.0,111.0,102.0,201.0,18.77,28.87,12.18,11.2,22.06,354.0,117.0,306.0,45.1,14.9,38.98,87.0,459.0,101.0,51.0,50.0,11.63,61.36,13.5,6.82,6.68,363.0,192.0,190.0,46.72,24.71,24.45,318,267,315,40,32.68,27.44,32.37,4.11,357,613,35.45,60.87,610,300,212,42.39,20.85,14.73,654,782,45.54,54.46,923,526,63.7,36.3,779,658,54.21,45.79
1900,MINNEAPOLIS W-11 P-09,91.0,36.0,30.0,75.0,28.53,11.29,9.4,23.51,65.0,108.0,63.0,54.0,69.0,16.62,27.62,16.11,13.81,17.65,178.0,64.0,164.0,43.2,15.53,39.81,39.0,253.0,51.0,29.0,30.0,9.7,62.94,12.69,7.21,7.46,194.0,80.0,102.0,48.38,19.95,25.44,201,106,125,22,42.58,22.46,26.48,4.66,166,312,33.07,62.15,251,133,97,38.91,20.62,15.04,325,317,50.62,49.38,395,256,60.68,39.32,329,315,51.09,48.91
1902,MINNEAPOLIS W-11 P-10,212.0,107.0,72.0,139.0,33.65,16.98,11.43,22.06,139.0,217.0,68.0,109.0,183.0,17.98,28.07,8.8,14.1,23.67,244.0,80.0,325.0,37.37,12.25,49.77,70.0,349.0,95.0,77.0,49.0,10.94,54.53,14.84,12.03,7.66,290.0,200.0,113.0,44.96,31.01,17.52,218,216,304,52,26.39,26.15,36.8,6.3,367,449,43.64,53.39,588,179,126,52.83,16.08,11.32,439,662,39.87,60.13,769,351,68.66,31.34,708,403,63.73,36.27
1905,MINNEAPOLIS W-12 P-01,445.0,82.0,77.0,279.0,42.42,7.82,7.34,26.6,267.0,273.0,221.0,267.0,200.0,21.01,21.48,17.39,21.01,15.74,634.0,131.0,455.0,51.5,10.64,36.96,118.0,736.0,175.0,117.0,59.0,9.79,61.08,14.52,9.71,4.9,603.0,234.0,354.0,49.1,19.06,28.83,532,495,338,40,36.84,34.28,23.41,2.77,447,988,30.43,67.26,694,420,427,38.79,23.48,23.87,907,869,51.07,48.93,927,870,51.59,48.41,826,956,46.35,53.65
1910,MINNEAPOLIS W-12 P-02,404.0,75.0,66.0,231.0,42.89,7.96,7.01,24.52,208.0,259.0,174.0,220.0,229.0,18.13,22.58,15.17,19.18,19.97,509.0,130.0,426.0,47.22,12.06,39.52,108.0,633.0,156.0,95.0,69.0,10.18,59.66,14.7,8.95,6.5,524.0,231.0,296.0,48.12,21.21,27.18,426,413,388,35,32.57,31.57,29.66,2.68,444,854,33.38,64.21,680,433,295,41.29,26.29,17.91,776,856,47.55,52.45,912,739,55.24,44.76,756,887,46.01,53.99
1915,MINNEAPOLIS W-12 P-03,396.0,102.0,105.0,306.0,36.43,9.38,9.66,28.15,274.0,314.0,208.0,199.0,268.0,20.77,23.81,15.77,15.09,20.32,608.0,151.0,539.0,46.55,11.56,41.27,134.0,785.0,160.0,135.0,56.0,10.55,61.81,12.6,10.63,4.41,587.0,352.0,308.0,45.19,27.1,23.71,547,467,449,70,34.14,29.15,28.03,4.37,528,976,33.89,62.64,857,453,341,43.72,23.11,17.4,884,1058,45.52,54.48,1140,827,57.96,42.04,922,1023,47.4,52.6
1920,MINNEAPOLIS W-12 P-04,202.0,46.0,45.0,127.0,38.4,8.75,8.56,24.14,128.0,138.0,124.0,119.0,113.0,19.57,21.1,18.96,18.2,17.28,289.0,65.0,220.0,49.91,11.23,38.0,59.0,342.0,81.0,45.0,36.0,10.48,60.75,14.39,7.99,6.39,261.0,132.0,160.0,45.39,22.96,27.83,261,254,227,41,32.06,31.2,27.89,5.04,256,496,32.95,63.84,398,255,145,40.95,26.23,14.92,469,503,48.25,51.75,540,441,55.05,44.95,480,498,49.08,50.92
1925,MINNEAPOLIS W-12 P-05,491.0,144.0,97.0,331.0,39.0,11.44,7.7,26.29,198.0,241.0,134.0,149.0,179.0,21.2,25.8,14.35,15.95,19.16,369.0,102.0,351.0,44.46,12.29,42.29,69.0,490.0,120.0,76.0,51.0,8.56,60.79,14.89,9.43,6.33,377.0,191.0,230.0,45.53,23.07,27.78,264,351,290,44,26.51,35.24,29.12,4.42,349,627,34.76,62.45,565,334,221,43.83,25.91,17.15,574,690,45.41,54.59,731,562,56.54,43.46,638,638,50.0,50.0
1930,MINNEAPOLIS W-12 P-06,416.0,135.0,103.0,294.0,35.92,11.66,8.89,25.39,144.0,197.0,106.0,105.0,125.0,20.17,27.59,14.85,14.71,17.51,307.0,115.0,275.0,43.92,16.45,39.34,86.0,408.0,79.0,56.0,53.0,12.61,59.82,11.58,8.21,7.77,292.0,190.0,193.0,42.2,27.46,27.89,224,220,267,44,28.32,27.81,33.75,5.56,349,464,40.96,54.46,538,219,184,47.03,19.14,16.08,533,594,47.29,52.71,684,462,59.69,40.31,614,519,54.19,45.81
1935,MINNEAPOLIS W-12 P-07,2.0,2.0,3.0,10.0,3.85,3.85,5.77,19.23,14.0,4.0,1.0,3.0,3.0,35.9,10.26,2.56,7.69,7.69,3.0,11.0,11.0,10.34,37.93,37.93,3.0,19.0,1.0,3.0,2.0,10.71,67.86,3.57,10.71,7.14,4.0,12.0,6.0,14.81,44.44,22.22,5,3,15,10,10.87,6.52,32.61,21.74,15,14,36.59,34.15,25,0,0,60.98,0.0,0.0,14,24,36.84,63.16,23,14,62.16,37.84,20,16,55.56,44.44
1940,MINNEAPOLIS W-12 P-08,661.0,133.0,130.0,280.0,45.4,9.13,8.93,19.23,91.0,118.0,125.0,147.0,81.0,15.74,20.42,21.63,25.43,14.01,300.0,47.0,189.0,54.95,8.61,34.62,59.0,317.0,86.0,41.0,33.0,11.01,59.14,16.04,7.65,6.16,322.0,61.0,144.0,59.08,11.19,26.42,316,210,137,13,45.86,30.48,19.88,1.89,144,494,21.95,75.3,256,240,239,30.33,28.44,28.32,479,355,57.43,42.57,375,470,44.38,55.62,337,508,39.88,60.12
1945,MINNEAPOLIS W-12 P-09,232.0,88.0,52.0,127.0,37.66,14.29,8.44,20.62,155.0,191.0,141.0,142.0,125.0,19.42,23.93,17.67,17.79,15.66,363.0,85.0,288.0,48.53,11.36,38.5,91.0,469.0,112.0,39.0,26.0,12.35,63.64,15.2,5.29,3.53,401.0,124.0,175.0,54.34,16.8,23.71,372,303,197,24,40.0,32.58,21.18,2.58,255,607,28.62,68.13,419,282,242,35.97,24.21,20.77,645,514,55.65,44.35,580,586,49.74,50.26,535,626,46.08,53.92
1950,MINNEAPOLIS W-12 P-10,169.0,68.0,44.0,142.0,31.18,12.55,8.12,26.2,123.0,207.0,116.0,101.0,127.0,16.92,28.47,15.96,13.89,17.47,301.0,111.0,225.0,46.74,17.24,34.94,89.0,391.0,66.0,41.0,47.0,14.04,61.67,10.41,6.47,7.41,314.0,150.0,146.0,49.14,23.47,22.85,357,201,248,33,41.27,23.24,28.67,3.82,288,520,34.04,61.47,506,221,201,40.94,17.88,16.26,624,601,50.94,49.06,766,477,61.63,38.37,638,596,51.7,48.3
1955,MINNEAPOLIS W-12 P-11,,,,,,,,,123.0,169.0,100.0,108.0,104.0,19.25,26.45,15.65,16.9,16.28,278.0,87.0,267.0,43.71,13.68,41.98,85.0,366.0,90.0,37.0,34.0,13.89,59.8,14.71,6.05,5.56,312.0,123.0,165.0,49.76,19.62,26.32,282,226,220,36,35.43,28.39,27.64,4.52,243,547,30.0,67.53,445,212,179,42.58,20.29,17.13,513,527,49.33,50.67,604,445,57.58,42.42,508,534,48.75,51.25
1956,MINNEAPOLIS W-12 P-12,,,,,,,,,238.0,274.0,210.0,259.0,193.0,19.09,21.97,16.84,20.77,15.48,604.0,146.0,422.0,51.27,12.39,35.82,113.0,732.0,158.0,77.0,83.0,9.72,62.94,13.59,6.62,7.14,607.0,224.0,281.0,51.7,19.08,23.94,586,487,296,67,38.68,32.15,19.54,4.42,447,1003,29.74,66.73,694,437,511,36.09,22.72,26.57,1030,875,54.07,45.93,952,986,49.12,50.88,819,1097,42.75,57.25
1957,MINNEAPOLIS W-12 P-13,,,,,,,,,97.0,156.0,60.0,91.0,128.0,17.23,27.71,10.66,16.16,22.74,202.0,72.0,204.0,42.08,15.0,42.5,68.0,289.0,55.0,29.0,25.0,14.59,62.02,11.8,6.22,5.36,218.0,131.0,115.0,45.89,27.58,24.21,174,191,206,32,27.75,30.46,32.85,5.1,249,397,37.28,59.43,378,178,123,43.8,20.63,14.25,343,515,39.98,60.02,557,313,64.02,35.98,478,383,55.52,44.48
1960,MINNEAPOLIS W-13 P-01,206.0,100.0,50.0,134.0,35.03,17.01,8.5,22.79,121.0,211.0,72.0,70.0,184.0,17.51,30.54,10.42,10.13,26.63,284.0,63.0,362.0,39.61,8.79,50.49,72.0,367.0,111.0,93.0,53.0,10.34,52.73,15.95,13.36,7.61,344.0,265.0,77.0,48.25,37.17,10.8,328,205,371,68,31.81,19.88,35.98,6.6,516,461,52.02,46.47,626,147,189,53.83,12.64,16.25,397,761,34.28,65.72,792,382,67.46,32.54,685,481,58.75,41.25
1965,MINNEAPOLIS W-13 P-02,543.0,141.0,99.0,289.0,43.1,11.19,7.86,22.94,163.0,188.0,46.0,56.0,162.0,25.59,29.51,7.22,8.79,25.43,212.0,47.0,277.0,39.26,8.7,51.3,56.0,297.0,73.0,61.0,39.0,10.65,56.46,13.88,11.6,7.41,239.0,203.0,63.0,44.76,38.02,11.8,147,196,301,50,20.0,26.67,40.95,6.8,408,322,54.99,43.4,532,197,76,56.48,20.91,8.07,244,698,25.9,74.1,688,260,72.57,27.43,651,291,69.11,30.89
1970,MINNEAPOLIS W-13 P-03,542.0,145.0,105.0,255.0,45.36,12.13,8.79,21.34,173.0,295.0,85.0,79.0,209.0,20.09,34.26,9.87,9.18,24.27,288.0,91.0,393.0,36.92,11.67,50.38,84.0,406.0,90.0,113.0,63.0,11.11,53.7,11.9,14.95,8.33,321.0,360.0,64.0,41.47,46.51,8.27,210,219,400,80,21.76,22.69,41.45,8.29,545,445,54.07,44.15,754,188,95,61.7,15.38,7.77,300,921,24.57,75.43,906,322,73.78,26.22,843,372,69.38,30.62
1975,MINNEAPOLIS W-13 P-04,498.0,239.0,137.0,289.0,37.42,17.96,10.29,21.71,179.0,263.0,95.0,73.0,173.0,22.35,32.83,11.86,9.11,21.6,321.0,87.0,335.0,43.03,11.66,44.91,82.0,385.0,116.0,92.0,46.0,11.37,53.4,16.09,12.76,6.38,360.0,293.0,61.0,48.98,39.86,8.3,254,265,328,56,26.6,27.75,34.35,5.86,417,547,42.38,55.59,632,251,115,52.62,20.9,9.58,375,810,31.65,68.35,822,385,68.1,31.9,717,477,60.05,39.95
1980,MINNEAPOLIS W-13 P-05,596.0,166.0,147.0,310.0,42.03,11.71,10.37,21.86,167.0,289.0,67.0,82.0,220.0,19.67,34.04,7.89,9.66,25.91,246.0,80.0,409.0,33.15,10.78,55.12,75.0,432.0,80.0,87.0,52.0,10.33,59.5,11.02,11.98,7.16,328.0,319.0,63.0,44.87,43.64,8.62,168,221,399,67,18.56,24.42,44.09,7.4,531,426,54.52,43.74,717,210,86,57.31,16.79,6.87,335,911,26.89,73.11,946,309,75.38,24.62,852,389,68.65,31.35
1985,MINNEAPOLIS W-13 P-06,705.0,209.0,150.0,461.0,41.96,12.44,8.93,27.44,183.0,394.0,94.0,92.0,377.0,15.65,33.7,8.04,7.87,32.25,344.0,73.0,579.0,34.26,7.27,57.67,58.0,570.0,87.0,167.0,88.0,5.98,58.76,8.97,17.22,9.07,400.0,431.0,131.0,40.28,43.4,13.19,217,291,520,91,18.24,24.45,43.7,7.65,764,517,58.81,39.8,925,255,131,58.8,16.21,8.33,329,1236,21.02,78.98,1201,373,76.3,23.7,1132,432,72.38,27.62
1990,MINNEAPOLIS W-13 P-07,573.0,189.0,105.0,339.0,41.58,13.72,7.62,24.6,248.0,516.0,138.0,120.0,387.0,16.91,35.17,9.41,8.18,26.38,447.0,141.0,639.0,36.14,11.4,51.66,131.0,704.0,126.0,151.0,97.0,10.84,58.23,10.42,12.49,8.02,536.0,507.0,137.0,43.9,41.52,11.22,335,389,673,94,21.26,24.68,42.7,5.96,841,794,50.48,47.66,1168,410,160,56.13,19.7,7.69,586,1479,28.38,71.62,1534,561,73.22,26.78,1361,709,65.75,34.25
1995,MINNEAPOLIS W-13 P-08,364.0,123.0,81.0,205.0,41.08,13.88,9.14,23.14,163.0,347.0,110.0,83.0,276.0,16.11,34.29,10.87,8.2,27.27,328.0,114.0,381.0,39.57,13.75,45.96,87.0,464.0,106.0,75.0,70.0,10.85,57.86,13.22,9.35,8.73,365.0,310.0,101.0,44.46,37.76,12.3,188,296,427,62,18.56,29.22,42.15,6.12,559,546,49.47,48.32,791,251,150,55.51,17.61,10.53,492,937,34.43,65.57,1023,416,71.09,28.91,876,552,61.34,38.66
2000,MINNEAPOLIS W-13 P-09,358.0,150.0,69.0,272.0,36.38,15.24,7.01,27.64,163.0,380.0,127.0,116.0,355.0,13.65,31.83,10.64,9.72,29.73,393.0,128.0,455.0,39.94,13.01,46.24,114.0,592.0,103.0,71.0,71.0,11.99,62.25,10.83,7.47,7.47,485.0,343.0,98.0,50.0,35.36,10.1,371,341,442,75,28.67,26.35,34.16,5.8,592,769,42.44,55.13,854,390,204,47.87,21.86,11.44,647,1133,36.35,63.65,1220,577,67.89,32.11,1062,715,59.76,40.24
2005,MINNEAPOLIS W-13 P-10,,,,,,,,,112.0,183.0,64.0,69.0,153.0,18.92,30.91,10.81,11.66,25.84,215.0,51.0,290.0,38.19,9.06,51.51,62.0,289.0,86.0,80.0,32.0,11.29,52.64,15.66,14.57,5.83,287.0,195.0,61.0,51.34,34.88,10.91,146,185,288,53,20.95,26.54,41.32,7.6,402,322,54.92,43.99,453,161,87,55.86,19.85,10.73,216,593,26.7,73.3,557,257,68.43,31.57,541,267,66.96,33.04
2010,MINNEAPOLIS W-13 P-11,,,,,,,,,140.0,343.0,73.0,64.0,240.0,15.78,38.67,8.23,7.22,27.06,313.0,93.0,346.0,41.24,12.25,45.59,102.0,405.0,90.0,75.0,70.0,13.75,54.58,12.13,10.11,9.43,328.0,322.0,70.0,43.56,42.76,9.3,183,218,427,53,19.83,23.62,46.26,5.74,571,418,55.71,40.78,766,201,101,58.7,15.4,7.74,338,956,26.12,73.88,988,320,75.54,24.46,923,379,70.89,29.11
2015,MINNEAPOLIS W-13 P-12,,,,,,,,,108.0,204.0,85.0,46.0,128.0,18.4,34.75,14.48,7.84,21.81,195.0,54.0,242.0,39.55,10.95,49.09,49.0,271.0,79.0,49.0,37.0,10.1,55.88,16.29,10.1,7.63,240.0,191.0,40.0,49.28,39.22,8.21,128,177,294,46,19.08,26.38,43.82,6.86,368,335,51.83,47.18,478,159,78,57.94,19.27,9.45,208,612,25.37,74.63,620,215,74.25,25.75,552,277,66.59,33.41
2020,MINNEAPOLIS W-13 P-13,,,,,,,,,195.0,320.0,68.0,81.0,261.0,20.48,33.61,7.14,8.51,27.42,258.0,82.0,439.0,32.87,10.45,55.92,84.0,417.0,82.0,119.0,65.0,10.95,54.37,10.69,15.52,8.47,301.0,371.0,91.0,38.79,47.81,11.73,164,252,439,58,16.63,25.56,44.52,5.88,677,417,60.94,37.53,820,214,74,63.47,16.56,5.73,248,1035,19.33,80.67,1002,294,77.31,22.69,933,356,72.38,27.62
