GEOID,tract_geoid,pop2020,frey_votes,opponent_votes,total_votes,year,opponent_name,frey_share
270530001021006,27053000102,161,8.310745330407537,4.48219972875912,12.792945059166657,2017,Dehn,64.96350364963503
270530001021007,27053000102,56,2.890694027967838,1.559025992611868,4.449720020579706,2017,Dehn,64.96350364963503
270530001021008,27053000102,75,3.871465216028355,2.0879812401051803,5.959446456133535,2017,Dehn,64.96350364963503
270530001021009,27053000102,78,4.026323824669489,2.1715004897093872,6.1978243143788765,2017,Dehn,64.96350364963503
270530001021010,27053000102,95,4.9038559403025825,2.6447762374665613,7.548632177769145,2017,Dehn,64.96350364963503
270530001021011,27053000102,63,3.252030781463818,1.7539042416883515,5.00593502315217,2017,Dehn,64.96350364963503
270530001021012,27053000102,78,4.026323824669489,2.1715004897093872,6.1978243143788765,2017,Dehn,64.96350364963503
270530001021013,27053000102,101,5.213573157584852,2.811814736674976,8.025387894259827,2017,Dehn,64.96350364963504
270530001021014,27053000102,85,4.387660578165469,2.366378738785871,6.7540393169513395,2017,Dehn,64.96350364963503
270530001021015,27053000102,68,3.510128462532375,1.8931029910286967,5.403231453561072,2017,Dehn,64.96350364963503
270530001021016,27053000102,39,2.0131619123347444,1.0857502448546936,3.0989121571894382,2017,Dehn,64.96350364963503
270530001021017,27053000102,30,1.548586086411342,0.8351924960420721,2.3837785824534143,2017,Dehn,64.96350364963503
270530001021019,27053000102,90,4.645758259234026,2.505577488126216,7.151335747360243,2017,Dehn,64.96350364963503
270530001022000,27053000102,60,3.097172172822684,1.6703849920841443,4.767557164906829,2017,Dehn,64.96350364963503
270530001022001,27053000102,79,4.077943360883201,2.1993402395774564,6.277283600460657,2017,Dehn,64.96350364963504
270530001022002,27053000102,97,5.007095012730006,2.7004557372026996,7.707550749932706,2017,Dehn,64.96350364963503
270530001022003,27053000102,63,3.252030781463818,1.7539042416883515,5.00593502315217,2017,Dehn,64.96350364963503
270530001022004,27053000102,68,3.510128462532375,1.8931029910286967,5.403231453561072,2017,Dehn,64.96350364963503
270530001022005,27053000102,73,3.7682431854241902,2.0323195801281537,5.800562765552344,2017,Dehn,64.96340678877851
270530001022006,27053000102,54,2.790046310860196,1.506059181182477,4.296105492042673,2017,Dehn,64.94361733034657
270530001022007,27053000102,78,4.026323824669489,2.1715004897093872,6.1978243143788765,2017,Dehn,64.96350364963503
270530001022008,27053000102,64,3.30365031767753,1.7817439915564206,5.08539430923395,2017,Dehn,64.96350364963503
270530001022009,27053000102,73,3.7682261436009323,2.032301740369042,5.800527883969974,2017,Dehn,64.96350364963503
270530001022010,27053000102,66,3.406889390104953,1.8374234912925587,5.244312881397511,2017,Dehn,64.96350364963504
270530001022011,27053000102,86,4.439280114379181,2.3942184886539404,6.833498603033121,2017,Dehn,64.96350364963503
270530001022012,27053000102,84,4.336041041951758,2.338538988917802,6.67458003086956,2017,Dehn,64.96350364963504
270530001022013,27053000102,83,4.284421505738046,2.3106992390497325,6.595120744787779,2017,Dehn,64.96350364963503
270530001022014,27053000102,61,3.148791709036395,1.6982247419522132,4.847016450988608,2017,Dehn,64.96350364963503
270530001022015,27053000102,39,2.0131619123347444,1.0857502448546936,3.0989121571894382,2017,Dehn,64.96350364963503
270530001022016,27053000102,12,0.6194344345645368,0.33407699841682886,0.9535114329813658,2017,Dehn,64.96350364963503
270530001022017,27053000102,39,2.011980578018073,1.0862339711692193,3.098214549187292,2017,Dehn,64.94000160659775
270530001022018,27053000102,15,0.774293043205671,0.41759624802103607,1.1918892912267072,2017,Dehn,64.96350364963503
270530001022019,27053000102,91,4.697377795447738,2.5334172379942856,7.230795033442023,2017,Dehn,64.96350364963504
270530001022021,27053000102,64,3.30365031767753,1.7817439915564206,5.08539430923395,2017,Dehn,64.96350364963503
270530001022022,27053000102,69,3.5617479987460867,1.9209427408967659,5.482690739642853,2017,Dehn,64.96350364963503
270530001023000,27053000102,58,2.993933100395261,1.6147054923480062,4.608638592743268,2017,Dehn,64.96350364963503
270530001023001,27053000102,84,4.336041041951758,2.338538988917802,6.67458003086956,2017,Dehn,64.96350364963504
270530001023002,27053000102,88,4.542519186806603,2.449897988390078,6.992417175196681,2017,Dehn,64.96350364963503
270530001023003,27053000102,62,3.200411245250107,1.7260644918202823,4.926475737070389,2017,Dehn,64.96350364963504
270530001023004,27053000102,94,4.852236404088872,2.6169364875984926,7.469172891687364,2017,Dehn,64.96350364963504
270530001023005,27053000102,80,4.134747662533559,2.254611833075169,6.389359495608727,2017,Dehn,64.71302272747815
270530001023006,27053000102,82,4.232996596490654,2.283889232295678,6.516885828786331,2017,Dehn,64.95428503277898
270530001023007,27053000102,61,3.148791709036395,1.6982247419522132,4.847016450988608,2017,Dehn,64.96350364963503
270530001023008,27053000102,23,1.1872493329153622,0.6403142469655886,1.8275635798809509,2017,Dehn,64.96350364963503
270530001023009,27053000102,75,3.871465216028355,2.0879812401051803,5.959446456133535,2017,Dehn,64.96350364963503
270530001023010,27053000102,69,3.5617479987460867,1.9209427408967659,5.482690739642853,2017,Dehn,64.96350364963503
270530001023011,27053000102,67,3.4585089263186637,1.8652632411606276,5.323772167479292,2017,Dehn,64.96350364963503
270530001023013,27053000102,57,2.94231356418155,1.586865742479937,4.5291793066614865,2017,Dehn,64.96350364963504
270530001023014,27053000102,81,4.181182433310623,2.2550197393135942,6.436202172624218,2017,Dehn,64.96350364963503
270530001023015,27053000102,90,4.645758259234026,2.505577488126216,7.151335747360243,2017,Dehn,64.96350364963503
270530001023016,27053000102,71,3.6680654442821394,1.9929094672743985,5.660974911556538,2017,Dehn,64.7956491874572
270530001023017,27053000102,68,3.512177366331709,1.9039434445308403,5.416120810862549,2017,Dehn,64.84673235662876
270530001023018,27053000102,63,3.252030781463818,1.7539042416883515,5.00593502315217,2017,Dehn,64.96350364963503
270530001023019,27053000102,56,2.890694027967838,1.559025992611868,4.449720020579706,2017,Dehn,64.96350364963503
270530001023020,27053000102,84,4.336041041951758,2.338538988917802,6.67458003086956,2017,Dehn,64.96350364963504
270530001024006,27053000102,32,1.651825158838765,0.8908719957782103,2.542697154616975,2017,Dehn,64.96350364963503
270530001024007,27053000102,75,3.871465216028355,2.0879812401051803,5.959446456133535,2017,Dehn,64.96350364963503
270530001024008,27053000102,69,3.5617479987460867,1.9209427408967659,5.482690739642853,2017,Dehn,64.96350364963503
270530001024009,27053000102,81,4.181182433310623,2.2550197393135942,6.436202172624218,2017,Dehn,64.96350364963503
270530001024010,27053000102,51,2.6325963468992812,1.4198272432715227,4.052423590170804,2017,Dehn,64.96350364963503
270530001024011,27053000102,60,3.097172172822684,1.6703849920841443,4.767557164906829,2017,Dehn,64.96350364963503
270530001024012,27053000102,61,3.148791709036395,1.6982247419522132,4.847016450988608,2017,Dehn,64.96350364963503
270530001024013,27053000102,57,2.94231356418155,1.586865742479937,4.5291793066614865,2017,Dehn,64.96350364963504
270530001024014,27053000102,46,2.3744986658307243,1.2806284939311772,3.6551271597619017,2017,Dehn,64.96350364963503
270530001024015,27053000102,276,14.246991994984347,7.6837709635870635,21.93076295857141,2017,Dehn,64.96350364963503
270530001024016,27053000102,69,3.5617479987460867,1.9209427408967659,5.482690739642853,2017,Dehn,64.96350364963503
270530001024017,27053000102,70,3.613367534959798,1.948782490764835,5.562150025724633,2017,Dehn,64.96350364963503
270530001024018,27053000102,61,3.148791709036395,1.6982247419522132,4.847016450988608,2017,Dehn,64.96350364963503
270530001024019,27053000102,56,2.890694027967838,1.559025992611868,4.449720020579706,2017,Dehn,64.96350364963503
270530001024020,27053000102,67,3.4585089263186637,1.8652632411606276,5.323772167479292,2017,Dehn,64.96350364963503
270530001024021,27053000102,88,4.542519186806603,2.449897988390078,6.992417175196681,2017,Dehn,64.96350364963503
270530003001000,27053000300,64,7.069822384484216,5.508935057198618,12.578757441682836,2017,Dehn,56.204457532956354
270530003001001,27053000300,85,9.389875105237019,7.316777539129544,16.706652644366564,2017,Dehn,56.20440734070843
270530003001002,27053000300,74,8.174843570971472,6.370007977380368,14.544851548351842,2017,Dehn,56.20437956204378
270530003001003,27053000300,68,7.51201841656838,5.853520844079258,13.365539260647639,2017,Dehn,56.20437956204379
270530003001004,27053000300,62,6.849193262165288,5.3370337107781465,12.186226972943434,2017,Dehn,56.204379562043805
270530003001005,27053000300,59,6.517780684963743,5.078790144127591,11.596570829091334,2017,Dehn,56.20437956204379
270530003001006,27053000300,81,8.948139584441748,6.972576299564999,15.920715884006746,2017,Dehn,56.20437956204379
270530003001007,27053000300,79,8.727197866307383,6.800413921797961,15.527611788105345,2017,Dehn,56.20437956204379
270530003001008,27053000300,79,8.727197866307383,6.800413921797961,15.527611788105345,2017,Dehn,56.20437956204379
270530003001009,27053000300,75,8.285314430038655,6.456089166263887,14.741403596302542,2017,Dehn,56.20437956204379
270530003001010,27053000300,76,8.395785289105838,6.542170355147406,14.937955644253243,2017,Dehn,56.20437956204379
270530003001011,27053000300,66,7.291076698434017,5.68135846631222,12.972435164746237,2017,Dehn,56.20437956204379
270530003001012,27053000300,67,7.401547557501199,5.767439655195739,13.168987212696937,2017,Dehn,56.204379562043805
270530003001013,27053000300,70,7.732960134702745,6.025683221846295,13.75864335654904,2017,Dehn,56.20437956204379
270530003001014,27053000300,84,9.279552161643293,7.230819866215554,16.510372027858846,2017,Dehn,56.20437956204379
270530003001015,27053000300,69,7.622489275635562,5.9396020329627754,13.562091308598339,2017,Dehn,56.20437956204379
270530003002000,27053000300,66,7.291076698434017,5.68135846631222,12.972435164746237,2017,Dehn,56.20437956204379
270530003002001,27053000300,62,6.849193262165288,5.3370337107781465,12.186226972943434,2017,Dehn,56.204379562043805
270530003002002,27053000300,60,6.627988343496604,5.164651548911331,11.792639892407934,2017,Dehn,56.20444958862589
270530003002003,27053000300,47,5.188909989165862,4.043126711799554,9.232036700965416,2017,Dehn,56.20547401661916
270530003002004,27053000300,63,6.95966412123247,5.423114899661665,12.382779020894136,2017,Dehn,56.20437956204379
270530003002005,27053000300,79,8.727197866307383,6.800413921797961,15.527611788105345,2017,Dehn,56.20437956204379
270530003002006,27053000300,56,6.1863681077621955,4.820546577477035,11.00691468523923,2017,Dehn,56.20437956204379
270530003002007,27053000300,19,2.0989463222764595,1.6355425887868515,3.734488911063311,2017,Dehn,56.20437956204379
270530003002008,27053000300,71,7.843430993769927,6.111764410729814,13.95519540449974,2017,Dehn,56.20437956204379
270530003002009,27053000300,65,7.180605839366835,5.5952772774287025,12.775883116795537,2017,Dehn,56.20437956204379
270530003002010,27053000300,61,6.738722403098106,5.250952521894628,11.989674924992734,2017,Dehn,56.20437956204379
270530003002011,27053000300,78,8.6167270072402,6.714332732914443,15.331059740154643,2017,Dehn,56.20437956204379
270530003002012,27053000300,85,9.390023020710476,7.316901055099072,16.706924075809546,2017,Dehn,56.204379562043805
270530003002013,27053000300,66,7.291076698434017,5.68135846631222,12.972435164746237,2017,Dehn,56.20437956204379
270530003002014,27053000300,50,5.523542953359104,4.304059444175925,9.827602397535028,2017,Dehn,56.204379562043805
270530003002015,27053000300,117,12.925090510860302,10.071499099371664,22.99658961023197,2017,Dehn,56.20437956204379
270530003003000,27053000300,74,6.998885194583126,5.3880306656711365,12.386915860254263,2017,Dehn,56.502242152466366
270530003003001,27053000300,56,5.296453660765608,4.077428611859238,9.373882272624847,2017,Dehn,56.502242152466366
270530003003002,27053000300,69,6.525987546300481,5.023974539612276,11.549962085912757,2017,Dehn,56.502242152466366
270530003003003,27053000300,78,7.37720331320924,5.679275566518224,13.056478879727464,2017,Dehn,56.502242152466366
270530003003004,27053000300,77,7.282623783552712,5.606464341306452,12.889088124859164,2017,Dehn,56.502242152466366
270530003003005,27053000300,64,6.053089898017838,4.659918413553415,10.713008311571253,2017,Dehn,56.502242152466366
270530003003006,27053000300,67,6.336828486987423,4.878352089188731,11.215180576176154,2017,Dehn,56.502242152466366
270530003003007,27053000300,50,4.728976482826436,3.6405612605886053,8.36953774341504,2017,Dehn,56.50224215246637
270530003003008,27053000300,63,5.95851036836131,4.587107188341643,10.545617556702954,2017,Dehn,56.502242152466366
270530003003009,27053000300,68,6.431673073116138,4.951384648290575,11.383057721406715,2017,Dehn,56.50215636718491
270530003003010,27053000300,56,5.297669957974573,4.078444273882215,9.376114231856787,2017,Dehn,56.50176423805638
270530003003011,27053000300,73,6.907953314852868,5.318265389653296,12.226218704506163,2017,Dehn,56.50114300921866
270530003003012,27053000300,72,6.815997782915391,5.247645318718598,12.06364310163399,2017,Dehn,56.500326853935036
270530003003013,27053000300,79,7.478190346833524,5.757437341245488,13.235627688079012,2017,Dehn,56.500458633850336
270530003003014,27053000300,60,5.676258205996844,4.369914744735501,10.046172950732347,2017,Dehn,56.50169705253836
270530003003015,27053000300,55,5.202010568171139,4.004731317635253,9.206741885806393,2017,Dehn,56.50218755660824
270530006011000,27053000601,58,8.216199920228037,5.26893362058617,13.485133540814207,2017,Dehn,60.92783505154639
270530006011001,27053000601,58,8.216199920228037,5.26893362058617,13.485133540814207,2017,Dehn,60.92783505154639
270530006011002,27053000601,60,8.49951715885659,5.450620986813279,13.950138145669868,2017,Dehn,60.92783505154639
270530006011003,27053000601,46,6.516296488456719,4.178809423223513,10.695105911680232,2017,Dehn,60.927835051546396
270530006011004,27053000601,54,7.64956544297093,4.90555888813195,12.555124331102881,2017,Dehn,60.92783505154639
270530006011005,27053000601,66,9.349468874742248,5.995683085494606,15.345151960236855,2017,Dehn,60.92783505154639
270530006011006,27053000601,57,8.074541300913761,5.178089937472615,13.252631238386375,2017,Dehn,60.927835051546396
270530006011007,27053000601,51,7.2245895850281014,4.633027838791286,11.857617423819388,2017,Dehn,60.927835051546396
270530006011012,27053000601,68,12.116422820406893,8.156049479397854,20.272472299804747,2017,Dehn,59.76785979144532
270530006011013,27053000601,50,8.909096864199585,5.997065279859239,14.906162144058822,2017,Dehn,59.767878398870764
270530006011014,27053000601,49,8.730854156659397,5.877075559439106,14.607929716098505,2017,Dehn,59.767909117454586
270530006011015,27053000601,64,11.403410965377605,7.676057913771732,19.079468879149335,2017,Dehn,59.76796858239395
270530006012000,27053000601,63,11.228297715214925,7.558561388778827,18.786859103993752,2017,Dehn,59.7667638483965
270530006012001,27053000601,75,13.367021089541577,8.998287367593843,22.36530845713542,2017,Dehn,59.7667638483965
270530006012002,27053000601,63,11.228297715214925,7.558561388778827,18.786859103993752,2017,Dehn,59.7667638483965
270530006012003,27053000601,41,7.307304862282729,4.919063760951301,12.22636862323403,2017,Dehn,59.7667638483965
270530006012004,27053000601,98,17.46624089033433,11.75776216032262,29.22400305065695,2017,Dehn,59.76676384839651
270530006012005,27053000601,52,9.267801288748828,6.238812574865064,15.506613863613891,2017,Dehn,59.76676384839651
270530006012006,27053000601,72,12.832340245959914,8.638355872890088,21.470696118850004,2017,Dehn,59.7667638483965
270530006012009,27053000601,39,6.95085096656162,4.679109431148798,11.629960397710418,2017,Dehn,59.7667638483965
270530006012010,27053000601,56,9.980709080191046,6.71872123447007,16.699430314661114,2017,Dehn,59.76676384839651
270530006012011,27053000601,76,13.545248037402132,9.118264532495093,22.663512569897225,2017,Dehn,59.7667638483965
270530006012012,27053000601,111,19.783191212521537,13.317465304038889,33.10065651656043,2017,Dehn,59.7667638483965
270530006012013,27053000601,69,12.297659402378251,8.278424378186335,20.576083780564588,2017,Dehn,59.7667638483965
270530006012014,27053000601,69,12.297659402378251,8.278424378186335,20.576083780564588,2017,Dehn,59.7667638483965
270530006012015,27053000601,64,11.40652466307548,7.678538553680078,19.085063216755557,2017,Dehn,59.76676384839651
270530006012016,27053000601,69,12.297659402378251,8.278424378186335,20.576083780564588,2017,Dehn,59.7667638483965
270530006012017,27053000601,70,12.475886350238806,8.398401543087585,20.874287893326393,2017,Dehn,59.7667638483965
270530006012018,27053000601,61,10.871843819493815,7.318607058976325,18.19045087847014,2017,Dehn,59.7667638483965
270530006013000,27053000601,47,6.931541227351736,3.5953321319441245,10.526873359295859,2017,Dehn,65.84615384615385
270530006013001,27053000601,72,10.61853124190053,5.507742840425042,16.126274082325573,2017,Dehn,65.84615384615384
270530006013002,27053000601,55,8.111378032007352,4.207303558658019,12.31868159066537,2017,Dehn,65.84615384615384
270530006013003,27053000601,49,7.226500428515639,3.7483249886225978,10.974825417138236,2017,Dehn,65.84615384615384
270530006013004,27053000601,126,18.582429673325933,9.638549970743824,28.220979644069757,2017,Dehn,65.84615384615384
270530006013005,27053000601,45,6.636582026187833,3.4423392752656516,10.078921301453484,2017,Dehn,65.84615384615385
270530006013006,27053000601,34,5.014306419786362,2.6008785635340477,7.615184983320409,2017,Dehn,65.84615384615384
270530006013007,27053000601,28,4.129428816294651,2.1418999934986274,6.271328809793279,2017,Dehn,65.84615384615384
270530006013008,27053000601,115,16.96015406692446,8.797089259012221,25.75724332593668,2017,Dehn,65.84615384615384
270530006013009,27053000601,99,14.600480457613232,7.573146405584433,22.173626863197665,2017,Dehn,65.84615384615384
270530006013010,27053000601,72,10.61853124190053,5.507742840425042,16.126274082325573,2017,Dehn,65.84615384615384
270530006013011,27053000601,70,10.323572040736627,5.354749983746569,15.678322024483196,2017,Dehn,65.84615384615384
270530006013012,27053000601,89,13.125684451793713,6.808182122192066,19.933866573985778,2017,Dehn,65.84615384615385
270530006013013,27053000601,20,2.949592011639037,1.529928566784734,4.479520578423771,2017,Dehn,65.84615384615384
270530006013028,27053000601,76,6.13581213365231,6.996708102685811,13.13252023633812,2017,Dehn,46.722274348181195
270530006014000,27053000601,101,14.307520550741925,9.175211994469018,23.482732545210943,2017,Dehn,60.92783505154639
270530006014001,27053000601,28,3.9664413407997423,2.54362312717953,6.510064467979272,2017,Dehn,60.927835051546396
270530006014002,27053000601,19,2.691513766971253,1.726029979157538,4.417543746128791,2017,Dehn,60.927835051546396
270530006014003,27053000601,18,2.549855147656977,1.6351862960439834,4.18504144370096,2017,Dehn,60.92783505154639
270530006014004,27053000601,27,3.824782721485465,2.452779444065975,6.277562165551441,2017,Dehn,60.92783505154639
270530006014005,27053000601,47,6.657955107770995,4.269653106337068,10.927608214108064,2017,Dehn,60.92783505154639
270530006014006,27053000601,61,8.641175778170867,5.5414646699268335,14.182640448097699,2017,Dehn,60.927835051546396
270530006014007,27053000601,65,9.207810255427972,5.904839402381051,15.112649657809024,2017,Dehn,60.92783505154639
270530006014008,27053000601,73,10.341079209942183,6.631588867289488,16.97266807723167,2017,Dehn,60.927835051546396
270530006014010,27053000601,69,9.774444732685078,6.26821413483527,16.04265886752035,2017,Dehn,60.92783505154639
270530006014011,27053000601,48,6.799613727085272,4.360496789450623,11.160110516535894,2017,Dehn,60.927835051546396
270530006014012,27053000601,61,8.641175778170867,5.5414646699268335,14.182640448097699,2017,Dehn,60.927835051546396
270530006014013,27053000601,54,7.64956544297093,4.90555888813195,12.555124331102881,2017,Dehn,60.92783505154639
270530006014014,27053000601,61,8.641175778170867,5.5414646699268335,14.182640448097699,2017,Dehn,60.927835051546396
270530006014015,27053000601,59,8.357858539542313,5.359777303699724,13.717635843242038,2017,Dehn,60.92783505154639
270530006014016,27053000601,54,7.64956544297093,4.90555888813195,12.555124331102881,2017,Dehn,60.92783505154639
270530006015000,27053000601,21,2.9748310055998064,1.9077173453846474,4.882548350984454,2017,Dehn,60.92783505154639
270530006015001,27053000601,22,3.116489624914083,1.998561028498202,5.115050653412285,2017,Dehn,60.927835051546396
270530006015002,27053000601,20,2.83317238628553,1.816873662271093,4.650046048556623,2017,Dehn,60.92783505154639
270530006015003,27053000601,20,2.83317238628553,1.816873662271093,4.650046048556623,2017,Dehn,60.92783505154639
270530006015004,27053000601,25,3.5414654828569123,2.271092077838866,5.812557560695779,2017,Dehn,60.92783505154639
270530006015005,27053000601,22,3.116489624914083,1.998561028498202,5.115050653412285,2017,Dehn,60.927835051546396
270530006015006,27053000601,31,4.391417198742571,2.816154176520194,7.2075713752627655,2017,Dehn,60.92783505154639
270530006015007,27053000601,47,6.657955107770995,4.269653106337068,10.927608214108064,2017,Dehn,60.92783505154639
270530006015008,27053000601,54,7.64956544297093,4.90555888813195,12.555124331102881,2017,Dehn,60.92783505154639
270530006015009,27053000601,62,8.782834397485143,5.632308353040388,14.415142750525531,2017,Dehn,60.92783505154639
270530006015012,27053000601,71,10.057761971313631,6.449901501062379,16.50766347237601,2017,Dehn,60.927835051546396
270530006015013,27053000601,68,9.632786113370802,6.177370451721715,15.810156565092516,2017,Dehn,60.927835051546396
270530006015014,27053000601,52,7.366248204342377,4.723871521904841,12.090119726247218,2017,Dehn,60.92783505154639
270530006015015,27053000601,61,8.641175778170867,5.5414646699268335,14.182640448097699,2017,Dehn,60.927835051546396
270530006015016,27053000601,284,40.231047885254526,25.799606004249515,66.03065388950404,2017,Dehn,60.927835051546396
270530006015018,27053000601,61,8.641175778170867,5.5414646699268335,14.182640448097699,2017,Dehn,60.927835051546396
270530006015019,27053000601,71,10.057761971313631,6.449901501062379,16.50766347237601,2017,Dehn,60.927835051546396
270530006015020,27053000601,53,7.507906823656654,4.814715205018396,12.322622028675049,2017,Dehn,60.927835051546396
270530006015021,27053000601,44,6.232979249828166,3.997122056996404,10.23010130682457,2017,Dehn,60.927835051546396
270530006031000,27053000603,71,10.057761971313631,6.449901501062379,16.50766347237601,2017,Dehn,60.927835051546396
270530006031001,27053000603,76,10.766055067885013,6.904119916630152,17.670174984515164,2017,Dehn,60.927835051546396
270530006031002,27053000603,53,7.507906823656654,4.814715205018396,12.322622028675049,2017,Dehn,60.927835051546396
270530006031003,27053000603,56,7.932882681599485,5.08724625435906,13.020128935958544,2017,Dehn,60.927835051546396
270530006031004,27053000603,38,5.383027533942506,3.452059958315076,8.835087492257582,2017,Dehn,60.927835051546396
270530006031005,27053000603,83,11.75766540308495,7.540025698425035,19.297691101509987,2017,Dehn,60.92783505154639
270530006031006,27053000603,75,10.624396448570737,6.813276233516597,17.437672682087335,2017,Dehn,60.92783505154639
270530006031007,27053000603,21,2.9748310055998064,1.9077173453846474,4.882548350984454,2017,Dehn,60.92783505154639
270530006031008,27053000603,41,5.808003391885337,3.7245910076557407,9.532594399541077,2017,Dehn,60.927835051546396
270530006031009,27053000603,66,9.349468874742248,5.995683085494606,15.345151960236855,2017,Dehn,60.92783505154639
270530006031010,27053000603,198,28.048406624226747,17.987049256483818,46.035455880710565,2017,Dehn,60.927835051546396
