tract_geoid,pop2020,frey_votes_2017,frey_votes_2021,frey_votes_2025,opponent_votes_2017,opponent_votes_2021,opponent_votes_2025,total_votes_2017,total_votes_2021,total_votes_2025,frey_share_2017,frey_share_2021,frey_share_2025
27053009600,3321,306.0463081435354,477.3037110308969,470.59794724373927,533.712388837654,771.76702795949,824.5300609397352,839.7586969811892,1249.0707389903869,1295.128008183474,36.44455356565255,38.21270454359514,36.33601808239731
27053010600,2844,624.2002415882831,983.4900514040507,1106.4296917504591,235.13975741157276,391.0833170489037,272.54374151471046,859.3399989998557,1374.5733684529541,1378.9734332651692,72.63716832857305,71.54874915923496,80.23575110730205
27053010700,2491,618.8203484937304,882.9470322869555,1010.6141401222594,236.78421274785225,394.63580940846333,271.91283206522473,855.604561241583,1277.582841695419,1282.526972187484,72.32550836285272,69.1107459705109,78.79866560611596
27053011000,3539,666.5902368817632,885.3978174417954,882.4618888069557,467.3849570485243,783.4339294327585,736.8496928556866,1133.9751939302873,1668.8317468745533,1619.3115816626425,58.783493717477455,53.05494811565033,54.496114200633336
27053011703,4274,882.5701468182533,1318.2521461312151,1497.2369750596029,487.555011775855,839.9669947653578,718.4906413898501,1370.1251585941084,2158.219140896573,2215.7276164494533,64.41529383518967,61.08055114290124,67.57315131806766
27053011704,3379,602.1853060321805,1000.5353953393219,988.875439962599,236.7027661750939,491.3812379787259,417.3402249892803,838.8880722072743,1491.9166333180478,1406.2156649518793,71.78374874823483,67.06376033318392,70.32174826444124
27053011800,4721,742.4673328481379,1143.024183941826,1287.1958437601252,416.74590300558197,845.8915534000495,749.9530728488428,1159.2132358537199,1988.9157373418752,2037.1489166089673,64.04924563351251,57.46971389896301,63.18614379467103
27053011998,4292,673.1642946648354,1125.1926303619937,1100.1901384689256,434.10072622770724,788.1810617787454,731.927250860581,1107.265020892543,1913.3736921407396,1832.1173893295065,60.79522805860985,58.80673675946147,60.050199014352366
27053012001,6331,1239.3422373120834,1760.0425157878212,2095.566930627643,417.3972740746206,936.8201797207212,737.9423691646745,1656.7395113867042,2696.8626955085438,2833.5092997923166,74.80610130887409,65.26259266810513,73.95659265283649
27053012003,5290,620.338602260569,1100.6455870969542,1123.8222705557953,319.6340359381391,523.8006714433582,554.6787727193973,939.9726381987083,1624.4462585403123,1678.5010432751933,65.99538933913422,67.7551246346535,66.95392148002036
27053012101,3004,305.1557684716056,470.1442587265194,567.1462253210424,152.02012108688294,348.2392418708108,384.49165343477677,457.17588955848856,818.3835005973301,951.6378787558198,66.74800124877662,57.44791511355809,59.59685275060033
27053012102,2935,390.0208148469375,605.0388860919073,631.9961297268627,176.02515042561433,434.03281774574907,451.9575861904841,566.0459652725519,1039.0717038376563,1083.9537159173467,68.90267553786767,58.228790549996354,58.30471545475595
27053100200,3764,304.4401976471469,597.4926670673465,457.39660184108806,222.94412586186806,317.04542930139905,357.6170467501817,527.3843235090148,914.5380963687458,815.0136485912699,57.7264404868005,65.33272582517272,56.12134258508264
27053100400,3388,184.10341720740828,344.6985518115163,313.60433874048726,111.50408229776566,161.53759702838147,212.38728278976893,295.60749950517396,506.2361488398978,525.9916215302565,62.27968421490807,68.09046580364428,59.6215464094513
27053100500,1978,271.48864785342886,320.09013483590513,368.13776928519627,151.89168463756155,296.3514377217709,378.9784303067086,423.38033249099027,616.4415725576761,747.1161995919049,64.12405750075938,51.925462052765205,49.27449966769334
27053100700,3139,240.21613188097547,433.3048170000689,427.8861704374568,164.7471573482097,256.3369883021659,358.0480373620641,404.96328922918536,689.641805302235,785.9342077995209,59.31800196956305,62.830416263725986,54.44300123231227
27053100800,4209,176.78504272311758,384.63349117827846,315.29113648240013,120.2167899498481,185.26800768498768,308.1095181201529,297.0018326729658,569.9014988632659,623.4006546025531,59.523216113544606,67.49122294738198,50.57600343448675
27053100900,5005,191.96384130012234,395.8477050296889,377.04894970063356,134.60027620673068,212.4238404334039,280.14109730456437,326.56411750685294,608.2715454630929,657.1900470051982,58.78289469328914,65.07746548103277,57.3728940994828
27053101200,4913,791.5410928558374,1116.9564468570584,1158.0137249126726,533.0833250667685,887.4432592304036,861.9069307746279,1324.624417922605,2004.399706087462,2019.9206556873012,59.75588869916827,55.72523501499257,57.32966399705661
27053101300,1887,113.19114667919553,212.71743847020159,169.10083117174207,78.09743550442406,120.5915192566011,161.43657787868312,191.28858218361967,333.3089577268026,330.5374090504252,59.17297592312243,63.81989848726355,51.15936246294738
27053101600,3174,87.13415035485444,199.60799437933838,160.16778674572353,58.86028935788266,67.48752911618222,145.3422375802477,145.99443971273712,267.0955234955206,305.5100243259714,59.68319788500309,74.7328116050159,52.42636050947663
27053101800,4153,335.51656171256445,479.0883664663483,501.26889901252474,382.35804488229485,596.8727247794931,745.9833604547165,717.874606594859,1075.961091245841,1247.2522594672414,46.73748850151448,44.52655122608739,40.18985696018219
27053101900,2833,363.633981421881,387.1504338418593,446.4746580824474,265.13586860383293,549.7480416847073,577.2139495901815,628.7698500257139,936.8984755265667,1023.6886076726287,57.83260463379565,41.32255990962825,43.61430367946696
27053102000,2317,112.33846999039747,299.84012669423413,212.07102414956842,106.08246184312597,124.90564924890771,154.64821625422485,218.42093183352344,424.74577594314206,366.7192404037932,51.43209904260452,70.59284486783731,57.829260312618935
27053102100,2809,75.82630772775471,230.45830161274918,220.35739727573082,89.59385595331541,86.76513280330202,175.9805606219992,165.4201636810701,317.22343441605113,396.33795789772995,45.8386124402269,72.64857403646099,55.59835813974479
27053102500,2746,277.70623273088785,397.3475711711432,462.06216420224337,319.29051532734417,506.1583469384658,573.8835980365812,596.9967480582321,903.5059181096087,1035.9457622388245,46.51721029203996,43.97841377757739,44.60293009970542
27053102600,2023,211.47835226295106,258.2147273241626,275.244180035632,185.35009855876373,335.7602295085456,376.39943529993263,396.82845082171485,593.9749568327082,651.6436153355644,53.29213463022666,43.47232561807959,42.23845266923927
27053102800,2999,113.47624270288435,308.4288367716287,295.96212540484817,128.80469623264736,128.494091165011,236.44873194724607,242.28093893553165,436.92292793663955,532.4108573520941,46.83663651026181,70.5911310784669,55.589047690874274
27053103000,1779,253.05555060760952,348.96281153476434,447.1690567961169,195.9134873026079,358.4867863197432,407.36116516138713,448.9690379102173,707.4495978545074,854.5302219575042,56.36369754704875,49.32687962408473,52.32922666816512
27053103100,2161,309.39131645763763,400.2471522223796,305.4944479637114,222.27616370155064,385.6023296254779,398.5174116787632,531.6674801591882,785.8494818478575,704.0118596424746,58.19263505922946,50.931782926322335,43.393366713858164
27053103400,3063,77.26390841354475,237.42563356960238,179.33463530321006,55.1725381911609,73.89440868160288,265.18035503735325,132.43644660470562,311.3200422512053,444.5149903405634,58.34036656401764,76.26416592158328,40.34388922763067
27053103600,3093,503.47445007818214,741.368884797345,1085.4375566721162,298.0526716448087,518.6635766935522,610.0887179163942,801.5271217229911,1260.0324614908975,1695.52627458851,62.81439971686743,58.83728455060129,64.01773732085296
27053103700,4282,581.5094559989819,816.5070569402312,1013.843296376695,398.84548237031566,625.2335356171077,879.2970226374963,980.3549383692979,1441.7405925573391,1893.1403190141912,59.31621632530894,56.63342359612158,53.55352089826233
27053103900,4320,92.8645747380924,85.23603389982019,149.036971086708,192.35553273522316,238.50612581710462,400.4962823959153,285.2201074733155,323.74215971692485,549.5332534826233,32.55891583547649,26.328370075231867,27.120646501771834
27053104001,2756,122.8522419942733,200.60299443596938,201.2682428491953,237.92678393302054,367.77908453945605,561.5583606645839,360.7790259272938,568.3820789754252,762.8266035137792,34.05193571841152,35.29368744306288,26.384533775054653
27053104002,4309,208.39917967082027,304.54173208044915,317.5435094461446,382.6867289120341,622.9862474073113,772.9319519608895,591.0859085828545,927.5279794877606,1090.4754614070343,35.25700353277975,32.83369761509904,29.11972994205848
27053104100,3245,139.74659668954152,321.62771104932983,272.04249221959475,210.6919167423519,293.2061329274337,378.90528808187344,350.43851343189334,614.8338439767634,650.9477803014681,39.87763654199522,52.31132186364894,41.79175357101701
27053104400,2576,155.88481318193578,260.552828381071,238.7741425767177,80.28265505334454,144.08845897585417,256.6563365231245,236.1674682352803,404.64128735692503,495.43047909984216,66.00604831256291,64.39106352270058,48.195287260192664
27053104801,4314,588.0178777780692,401.74055483594685,138.58296351303028,167.9336912899446,106.51795264255998,995.3397083842274,755.9515690680137,508.2585074785069,1133.9226718972577,77.78512564012743,79.0425637593357,12.221553281155929
27053104802,4709,448.7685790805982,443.47095761521183,175.32424642880312,427.7395339035821,339.1933470640973,792.3839387305136,876.5081129841806,782.664304679309,967.7081851593167,51.1995921581045,56.66170731996279,18.11747065050803
27053104901,6900,148.83075825623075,120.64818724860216,139.26466043603253,311.2242947796563,388.19433798850906,653.3658629518992,460.05505303588683,508.84252523711126,792.6305233879317,32.350640923102986,23.710319256902185,17.56993407732712
27053104902,6121,241.08700332930263,409.92961520587795,332.4492620734315,321.7126646176605,463.0272254368062,640.5297961919038,562.7996679469634,872.9568406426843,972.9790582653353,42.83709054213976,46.95874940438996,34.168182680738774
27053105100,2768,572.3090995286473,970.5275792975011,1169.7731659786107,517.9688408157313,580.0337301365345,502.97959572400464,1090.2779403443785,1550.5613094340363,1672.7527617026146,52.49203697067153,62.592015768260666,69.93102583719275
27053105201,3008,465.27013147997116,587.6539652474098,594.8448423846858,150.79106376299703,312.93581652455646,412.61336555361646,616.0611952429681,900.5897817719663,1007.4582079383022,75.5233627880869,65.25212445683806,59.04412090720837
27053105204,2865,440.88517659814454,556.2714980790925,563.0609983613872,144.8186460215372,297.2719458266267,392.67683136427036,585.7038226196817,853.5434439057191,955.7378297256577,75.27442362014888,65.17201930972095,58.91375028264944
27053105400,4440,298.26921283521415,442.0093960872944,428.7182696192052,139.8841593183682,233.97723034880045,446.28555963678144,438.15337215358227,675.9866264360948,875.0038292559865,68.07415662903179,65.38729892004459,48.99615924923932
27053105500,3822,778.6819106243643,1177.208354705481,1252.1785221788523,406.55519498204245,629.2425041418228,648.8028715271143,1185.2371056064067,1806.450858847304,1900.9813937059664,65.6984081025682,65.16691826627698,65.87010931957246
27053105600,4920,580.9524670803976,660.8374345398325,659.2947515566077,391.60485133176354,547.3419364728006,742.2623351401866,972.5573184121611,1208.179371012633,1401.5570866967946,59.73452218002797,54.696963910743904,47.040163958675485
27053105700,3062,305.19331836399624,286.2171798489503,177.9594458283883,268.1617851810655,345.26466991762805,465.76987426862877,573.3551035450619,631.4818497665783,643.7293200970171,53.22937154949561,45.32468826376371,27.64507383345035
27053106000,3431,308.79104812508496,317.92251734089507,141.0997619846903,137.63249332277064,99.09556516157521,530.8401856288889,446.4235414478556,417.0180825024702,671.9399476135793,69.16997412896363,76.23710593868837,20.9988649262202
27053106200,3817,453.0855739713248,534.9365298931571,385.7149949788005,566.9316280634705,482.2573492836319,929.9150150983423,1020.0172020347951,1017.1938791767886,1315.630010077143,44.41940518919494,52.58943657093958,29.317892722451948
27053106400,1817,186.45816722014163,226.1729561471566,240.2565670369143,227.2410172587339,196.55848047845484,449.8645017358563,413.6991844788755,422.7314366256114,690.1210687727709,45.07095353717398,53.50275294228113,34.81368384596024
27053106500,4872,1006.8683349799873,1705.2143812141774,1992.1453622117644,318.07207358503274,471.698384735466,485.2497262980324,1324.9404085650203,2176.912765949644,2477.3950885097966,75.99348079891972,78.33177368824444,80.41290512972157
27053106600,2517,402.7936061186037,619.7883390207602,704.8388333483538,273.25277909024885,430.6373847060353,497.8854691388019,676.0463852088526,1050.4257237267955,1202.7243024871555,59.58076471249346,59.00353780577831,58.603524672345365
27053106700,5075,446.82799616006184,542.2970823190374,609.36268806518,596.3361310619408,1083.665643607073,1432.248622247418,1043.1641272220027,1625.9627259261104,2041.6113103125988,42.83391122257883,33.352368641178884,29.847144997050307
27053106900,2842,138.1547585251594,180.8800745918408,147.99930122547593,240.00821083591225,353.5620005337788,459.60009612133206,378.16296936107165,534.4420751256197,607.5993973468079,36.5331271749267,33.8446546427553,24.358039502958942
27053107000,3971,195.4892932318988,279.4870180504811,271.7936228546024,310.87591873442045,475.4055807957449,748.9058048737897,506.36521196631935,754.8925988462262,1020.6994277283923,38.60638302397869,37.023414784784954,26.62817431567392
27053107400,1799,138.72690233422253,203.74899395874633,204.82385448068308,225.37011774988412,341.4368187352527,388.73923811279997,364.0970200841065,545.1858126939991,593.563092593483,38.10163079669715,37.372394734913286,34.5075118444
27053107500,1882,241.57495177192135,360.35056265002896,393.90434157267543,430.2121327845171,608.8374082844016,537.2011556203545,671.7870845564385,969.1879709344308,931.10549719303,35.960047063337974,37.18066809089689,42.30501728968034
27053107600,3566,596.9937697198866,980.9553741151041,1072.358817388296,590.1264173931627,994.1380940031443,868.7444811233031,1187.120187113049,1975.0934681182482,1941.1032985115985,50.289244189479454,49.666276049695014,55.24480939322295
27053108000,3585,577.1026175220748,960.8480811106807,993.2954527178487,352.0444324035136,644.5477742266041,821.2833033672208,929.1470499255884,1605.395855337285,1814.5787560850697,62.111010046073176,59.85116243549861,54.73972674853037
27053108600,2944,186.20838735465168,286.1044340316867,271.86862353945173,372.9279260014299,481.6567187933004,570.1060587056941,559.1363133560816,767.7611528249872,841.9746822451459,33.302860663257675,37.26477081823711,32.28940599668715
27053108700,4013,372.47236613931864,574.813881792948,575.1788791887406,486.100243499955,744.1478937111807,824.8878311414135,858.5726096392733,1318.9617755041286,1400.0667103301544,43.38274503024407,43.58078395207813,41.08224807752951
27053108800,3698,436.164024626245,632.4428093582635,640.123940050134,538.7647239716745,830.425725869387,793.5876355215944,974.9287485979193,1462.8685352276514,1433.7115755717282,44.738041139263615,43.23305848258216,44.648027605891976
27053108900,2310,308.19151697697004,455.893703218901,495.68089027456807,358.14387575816534,564.9727843326775,523.1825080285219,666.3353927351354,1020.8664875515785,1018.8633983030902,46.25171052552426,44.657524639907166,48.650377577614535
27053109000,1805,263.50398950629165,401.1180436925762,452.7327716977331,255.70192013844215,407.1011155564143,410.8965274682625,519.2059096447339,808.2191592489905,863.6292991659956,50.7513463563221,49.62986079979855,52.42211816284323
27053109100,4998,815.3053119574784,1395.7455448972592,1519.8809052812762,322.18923548646626,643.6655523789375,672.940703490863,1137.4945474439446,2039.4110972761966,2192.82160877214,71.67553583351628,68.43865598070902,69.31165304104817
27053109200,3473,489.10121575603733,652.9196194751646,649.4335336589205,399.6428506775694,707.5730308469541,833.3362003590428,888.7440664336067,1360.4926503221186,1482.769734017963,55.0328530145608,47.99141100251995,43.798677485755384
27053109300,4032,428.92488014780434,583.8837965383001,602.0736630397793,569.2427064112157,894.6573718571077,1008.2873400556924,998.1675865590202,1478.5411683954078,1610.361003095472,42.97122907250832,39.49053357587345,37.38749646088422
27053109400,2192,87.63537352232743,161.84487380551192,126.41851210510995,169.81168534525509,237.05738470780318,266.9199776293841,257.44705886758254,398.9022585133151,393.33848973449403,34.0401533067824,40.57256391796279,32.139878350182116
27053109700,2311,196.60390158897204,293.6461112526486,324.67864788032966,381.83249131780434,547.1539346598366,536.7565656100805,578.4363929067764,840.8000459124853,861.4352134904102,33.98885409007411,34.9246069478941,37.690431363349894
27053109800,4412,920.2230445829055,1447.8860662981854,1661.4854662795872,345.9938584145279,582.4903715414393,487.9884134126364,1266.2169029974336,2030.376437839625,2149.473879692224,72.67499291823705,71.31121300042149,77.29730898230268
27053109900,4034,593.3103815269627,846.3514697947429,923.6081377665181,595.4311415632814,932.993692755986,943.5743684088238,1188.7415230902438,1779.3451625507287,1867.182506175342,49.910798100549,47.5653340120632,49.46533800053633
27053110000,1683,112.93874484552441,205.39547322085784,219.3541560926848,153.85658840013733,237.66632293102046,287.1423047762332,266.79533324566177,443.0617961518784,506.49646086891795,42.3316043318988,46.35819991811024,43.30813204822254
27053110100,2845,310.4329071095997,469.8803973540906,525.9730616298027,436.55150863624647,693.4871169488167,697.7450412830607,746.9844157458463,1163.3675143029075,1223.7181029128633,41.55815041999769,40.389678375680276,42.981554361074565
27053110200,3667,473.7236481610808,753.5814714610685,775.1007040110392,471.37139526601743,850.2567555960808,834.1618742872209,945.0950434270984,1603.8382270571497,1609.26257829826,50.124445309041796,46.98612732555951,48.164961670250335
27053110400,3351,519.3668728280903,805.3946049872609,844.9046009743531,425.3591933976024,712.6912561310398,712.7001630157555,944.7260662256928,1518.0858611183005,1557.6047639901078,54.975393544822005,53.05329728807075,54.243837750596335
27053110500,5250,720.5659917065085,1186.2343221706365,1412.7173766645774,609.3191093269165,985.3732582328347,1102.456800823265,1329.885101033425,2171.6075804034717,2515.1741774878406,54.18257495678177,54.62470903468854,56.16777515088841
27053110800,4331,780.1944793228242,1114.015835635075,1284.5522496400044,620.7252504134641,978.1214772628971,942.6740797321174,1400.9197297362884,2092.1373128979717,2227.2263293721217,55.69159051458925,53.24773994360679,57.67497594203339
27053110900,3497,458.0464151000905,808.5133642585938,711.9191776016343,358.57910283432767,612.5786766859258,644.3894992921107,816.6255179344183,1421.0920409445193,1356.3086768937446,56.090142303987534,56.89380708382694,52.489465689483836
27053111100,3375,539.6030647439551,768.5027463916601,893.7871794915508,414.1610147853601,733.8857788961081,682.5490598688992,953.7640795293148,1502.3885252877683,1576.33623936045,56.576157178224896,51.15206442650783,56.700287487787335
27053111200,3333,750.3092952274278,1151.951144066872,1308.8386250819963,246.00996937883238,435.0943714301948,270.65219738319615,996.31926460626,1587.0455154970666,1579.4908224651927,75.3081187809759,72.58463180913107,82.86459196003587
27053111300,5210,1207.2996755719093,1766.6549295718808,1957.459786313379,392.56047110002095,715.475967267512,488.84793205191875,1599.8601466719301,2482.130896839394,2446.3077183652977,75.46282580282814,71.17493004987932,80.01690758762831
27053111400,4014,1009.2200369185302,1449.2274438318948,1650.7929860772113,337.60456409048385,598.7876937246623,413.4134631018743,1346.8246010090138,2048.0151375565565,2064.2064491790848,74.93329392427513,70.7625357477063,79.97228119957265
27053111500,5651,941.5135059406728,1446.9972895727772,1572.8364697241452,397.7614257506415,733.5537447430451,671.2132672177253,1339.2749316913144,2180.5510343158207,2244.04973694187,70.30024109774644,66.3592489605176,70.08919828432877
27053111600,3214,604.5952558624252,1006.5568769113091,1104.7958520219192,311.1147818011863,551.1729024812018,542.9646719471829,915.710037663612,1557.7297793925113,1647.7605239691018,66.02474921046182,64.61691175370927,67.048326255608
27053125600,5233,287.80744272969844,512.8027120125624,726.747369303173,345.3265171839683,495.8350435489205,701.2797027196558,633.1339599136669,1008.6377555614829,1428.0270720228289,45.4575904866868,50.8411180510587,50.891708115429545
27053125700,3852,108.17362994979706,263.30550431022584,216.56533344956443,76.14658312049826,100.33855570403864,176.4768809755213,184.32021307029527,363.6440600142645,393.0422144250856,58.68788243454463,72.40748117813261,55.09976422414089
27053125800,5208,259.8698911319446,362.8398415252033,288.98415488134896,190.22422700695853,274.0077545063291,581.4616974188899,450.0941181389033,636.8475960315322,870.4458523002385,57.73678896460191,56.97435992319237,33.199555620568475
27053125900,4904,123.50664357862098,206.96543047887164,157.36820223772597,227.59874909041596,223.141138243078,321.9620365709395,351.1053926690369,430.10656872194966,479.33023880866557,35.17651570081188,48.119569783336246,32.83085219677591
27053126000,5056,394.43074682784817,454.632545860872,244.85327009958476,165.40178405427622,207.5836503087855,582.5047864716205,559.8325308821244,662.2161961696575,827.3580565712053,70.4551316813166,68.65319037657557,29.594595490412296
27053126101,2746,431.6834041847702,742.3675681220993,902.5656886127372,125.42171863424065,275.4459345911744,325.01812277371914,557.1051228190108,1017.8135027132737,1227.5838113864563,77.48688470147367,72.93748473007145,73.52375293979826
27053126102,6867,751.4525601945998,1611.6719691736212,1867.4116828700644,241.29255323107623,543.2413412404167,732.7677877431314,992.745113425676,2154.913310414037,2600.179470613195,75.69441038108509,74.79057098886082,71.81856883246896
27053126201,3153,412.95904880622885,601.8124918691398,572.1345203225708,134.0724551155852,257.24349009229377,371.0864525699071,547.031503921814,859.0559819614334,943.2209728924777,75.49090789938346,70.05509588502669,60.65752742626845
27053126202,4387,764.6013044516358,1086.4456828568264,1266.1137472696594,254.6178336904577,504.1087135105972,485.15420012439455,1019.2191381420934,1590.5543963674238,1751.267947394054,75.0183425563816,68.3061003973267,72.2969748377842
27053126300,2679,138.55323426204825,281.9023733430588,241.37179322988695,101.71302702004301,129.2731454060953,189.33051444294009,240.26626128209128,411.17551874915415,430.702307672827,57.666537749707594,68.56010644812707,56.04144415526081
