tract_geoid,pop2020,hodges13_pct,winton13_pct,samuels13_pct,andrew13_pct,mayor_13_total,hodges17_pct,frey17_pct,levy17_pct,dehn17_pct,hoch17_pct,mayor_17_total,murphy18_pct,swanson18_pct,walz18_pct,gov_18_total,hilstrom18_pct,ellison18_pct,pelikan18_pct,rothman18_pct,foley18_pct,ag_18_total,omar18_pct,kelliher18_pct,ray18_pct,ush_18_total,sanders20_pct,warren20_pct,biden20_pct,bloomberg20_pct,pres_20_total,omar20_pct,ush_20_total,frey21_pct,knuth21_pct,nezhad21_pct,mayor_21_total,yes1_21_pct,structure_21_total,yes2_21_pct,police_21_total,yes3_21_pct,rent_21_total,omar22_pct,ush_22_total,biden24_pct,uncommitted24_pct,phillips24_pct,pres_24_total,omar24_pct,ush_24_total,frey25_pct,fateh25_pct,davis25_pct,hampton25_pct,mayor_25_total,hodges13,winton13,samuels13,andrew13,hodges17,frey17,levy17,dehn17,hoch17,murphy18,swanson18,walz18,hilstrom18,ellison18,pelikan18,rothman18,foley18,omar18,kelliher18,ray18,sanders20,warren20,biden20,bloomberg20,omar20,frey21,knuth21,nezhad21,yes1_21,yes2_21,yes3_21,omar22,biden24,uncommitted24,phillips24,omar24,frey25,fateh25,davis25,hampton25
27053012003,5290,35.77373506322867,14.937401540188839,9.888748655186474,23.282317443601208,1003.4757486383942,18.523108804025107,27.279804593151656,11.143366800717557,13.788304444715957,23.653531692125373,1239.2816424715963,35.93616682411378,11.72837896532238,40.346595863278374,1248.9084734466173,10.027619784668131,51.01026416973311,13.784709091342338,8.523776275927142,6.258685176167897,1213.7931290806018,43.887844151303675,26.691921219817605,13.61488538070666,1209.1148641170369,31.883108684784023,24.508280780341433,30.813348571174032,5.4415480913757275,1500.0989560598368,53.52633479872143,1534.3231122173033,51.31780831801732,15.562400878891147,13.272800249142463,1858.4299321858016,57.536945284194665,1840.5370045370314,34.05046300736789,1865.9857030086694,41.17675858498906,1855.1081497027474,43.74521515987044,1050.2577863570093,49.46935512894227,18.420852892231935,5.102817313034614,647.6693413655175,53.90627013831547,973.8838382844332,49.82622923863709,20.035078490792372,12.245561904953439,14.872522511296177,1790.4482347743121,358.98075574164966,149.89320193253297,99.2311945986016,233.63240926754466,229.5534870233232,338.07361042505187,138.09769911456712,170.87592579146002,293.1338760567109,448.8098324982692,146.4767186958419,503.892054483746,121.7145599566288,619.1590816180845,167.31785181446236,103.46101077540605,75.9674906391121,530.6544471739323,322.7359869872242,164.61960287062163,478.2781805398683,367.64846413411544,462.2307202432603,81.62860611222126,821.266925939596,953.705510323769,289.2163161000593,246.6656926692952,1058.9887692358272,635.3767715257405,763.8734042935578,459.43752837516615,320.39784654138924,119.30621660102946,33.04938328241688,524.984452699002,892.1128418577799,358.7177091740399,219.2504469654345,266.2848167699146
27053012101,3004,31.097342660078837,12.916130930780534,9.3057633021395,24.407017006063995,431.75966305937703,17.56613311636757,28.169241210203815,14.388566404867825,12.663422603611105,19.585373304720285,586.7053472835084,39.642287490061726,13.792532583495532,35.61994797164199,630.4552831113253,9.44256073573173,56.35540289360007,11.753824415828943,6.384711427958717,6.476737676038851,608.1921724957082,43.56280146737056,19.92321053809435,22.864266581530256,610.4772618088009,37.28513608635001,23.701479369404385,27.95574932673209,4.292128119955627,694.9644671384682,57.53783360952768,757.6844249394351,40.40336821573633,20.717333735296283,14.907730875873382,949.8090175569514,51.555416012364496,946.4346624583909,38.03113739536149,957.6870126239841,47.575436514139454,948.4017314032194,50.692322862497484,509.07417719873644,44.45500804074698,22.164721245173347,3.4960378078740493,284.63314767341853,56.93985817682963,520.9831049732418,42.25422344929971,21.276708011577234,14.888582538484533,17.94245651487536,1031.5837009352238,134.2657818895763,55.76664338704602,40.17853227842066,105.37965438822675,103.06144230466774,165.27044446945547,84.418488494798,74.29697756449484,114.9084324642307,249.92689582727417,86.95575034749855,224.56784382872232,57.428915277873536,342.74914917729546,71.48584006596103,38.83131514128387,39.391011578748724,265.94099756520797,121.62667015736085,139.58114855959062,259.11844732435503,164.71685980351515,194.28252434308956,29.828765317749973,435.9552037069588,383.7548347098028,196.7751040152125,141.59497217216727,487.9383275156411,364.21926358856035,451.20626362273805,258.061525515186,126.53368868484945,63.08814375317582,9.950882456404686,296.6470410970073,435.88768205972514,219.4870519430097,153.58819076729424,185.0914569548444
27053012102,2935,31.18068505826892,12.546062635874833,8.118169391615927,26.199127407325545,487.9902258168803,16.919204693759212,28.472803017891007,15.955942635523588,13.893191334880637,17.468867899411023,727.0519371488981,41.68931138932363,15.37338074044879,31.165054665661817,722.0690918632644,12.60602012395437,55.38250144605909,9.349308592901497,5.807372405487891,6.656965401951548,706.064956457583,44.857352670910416,21.427801362378514,20.857937219480686,700.0672560102633,39.4903916889,22.235371423161826,27.433424692517498,3.6506132562821336,904.0695005972398,56.217541892227985,925.0795999701604,40.93865830063203,17.88078013539085,16.26220495511222,1236.0786583526922,49.06149306561097,1225.0790309236925,38.37557833645055,1243.078992814545,48.29870800778354,1234.0782949260624,50.511432810137855,648.8157747355909,45.3277355223342,24.580878936566876,4.569064979019933,378.71759018321137,60.671469762230515,564.4834090115797,42.69314852507004,24.839419546812174,13.553068019577907,14.833056728659244,1167.6063816509184,152.15869542709675,61.22355938793284,39.61587314634342,127.84918099706012,123.01140547616366,207.01206590216648,116.00799002194118,101.01071673205253,127.00774246064987,301.02563215293753,111.00643070124056,225.0332272030342,89.00669049923258,391.0364347202373,66.01219164555502,41.00382144613777,47.00249986668556,314.0316379620891,150.0090210209331,146.01958875276185,357.02058692573206,201.0232113813205,248.01722561436281,33.00408103480652,520.05701164968,506.03401827004535,221.02050720053393,201.01364482771618,601.0420638048814,477.03875267150624,596.0438722537726,327.7261441171434,171.66410765480356,93.09211235441867,17.30385278244934,342.48038081126856,498.48792670642274,290.02664779362453,158.2464871060814,173.19171695772627
27053100200,3764,25.946651698576893,11.119652371551389,18.662529875459484,21.091367229631,580.2254226211135,12.753411036302117,20.38526201805896,16.314788279478567,16.492957076019408,24.384115120068465,785.1585434133408,35.96145294910412,20.75446252014175,29.37801168621729,680.6362669466095,9.728902086582043,56.56396440837089,11.07747882445899,5.773147256467311,5.436598419963304,671.2194145170405,41.48134870473113,23.952040164134033,7.87537735170151,661.697992663083,40.34750631739779,20.965469760081483,25.304883576038822,5.427960757492585,844.79257015783,57.937748737236085,804.1757825952564,49.262181203949496,13.023493977781255,17.358499297981826,1079.7657298139864,48.65365173662659,1070.9112150045191,38.27360835144156,1082.3128137154665,49.96211489375101,1073.1051052567427,51.89254525822847,469.7383255065392,42.84188145714354,29.622947240957142,4.351980134075605,306.59182591733224,64.68726768280591,452.5532635309937,43.75758652318287,28.44843224372415,12.412480196500944,9.001791154044563,876.5632318913277,150.54906947409611,64.51904996683271,108.28474284167636,122.3774746446975,100.13449632814596,160.05662633198475,128.09695401612436,129.4958615438615,191.45396310096174,244.7666908925437,141.262398921926,199.95740204420804,65.30227962449213,379.6683107294943,74.35418850878277,38.75048521406647,36.491504084120365,274.4812517087797,158.49016896793032,52.111213850851954,340.8527356133376,177.114730831855,213.773776337465,45.85500919038003,465.92134432574153,531.9161503991137,140.62322479647034,187.43112662960914,521.0374129567751,414.24016745892493,536.1460056190815,243.75917315872545,131.34970661679537,90.8215348365785,13.342815356621962,292.74434098756797,383.56291462525587,249.36849709800293,108.8032375683197,78.90639146800066
27053100400,3388,22.37136908667079,10.123465991284732,17.738086177443677,18.055937005107957,354.93554268410077,14.202408621208399,20.028574269610388,18.120958644012088,13.225900553750892,24.46187424913016,464.6097678442867,38.62925346117345,21.800252779001234,26.269204310236876,386.9485670139151,11.156684665365223,61.034987734879934,8.401883789352748,6.136827080636058,3.7303534283448814,385.0337754258707,35.37385819137333,20.55620399990154,8.927070106820764,384.5387607947224,41.25941113410244,16.98752140807266,27.08898941888906,6.782733678667478,504.0532335124661,57.42483683715038,457.50265647638525,48.70901938367337,11.5257973764102,18.530762389850548,617.9412359048756,46.94694171272964,604.3383261864382,39.75112084432063,614.8262366255856,54.38272554916933,610.1812795234065,49.92840641002833,277.4764610174105,47.74303536367705,25.224219986440026,4.457580315115999,190.2894303024103,63.21315807884717,276.5642761234092,49.54105703921104,27.01325940314944,9.628268220086081,6.301470396863912,563.0534939562381,79.40394027363813,35.93177895460684,62.95877243568318,64.0869379957793,65.9857777232933,93.05471241655736,84.19174388710377,61.448825858098246,113.652257159245,149.47534271618386,84.35576573375648,101.64830964441923,42.95700417941489,235.00531760632532,32.3500903610391,23.62885699993026,14.363120641884699,136.02619593438942,79.04657212765655,34.32804476404467,207.96939594964581,85.62615095101265,136.5429270917601,34.18858842786246,262.72015400719283,300.9931163766167,71.22265475568092,114.50922213443833,283.71836174243305,244.40032030362525,331.8332105956239,138.53957514893654,90.84995000261935,47.99902451042344,8.482304186906621,174.82501305551003,278.9426526021306,152.09910090089497,54.21230062067277,35.480649240160275
27053100500,1978,26.07637917361332,8.947915596875045,10.12054379854033,30.92894242825091,514.5170948885005,15.695440991798767,25.291252014171018,16.20153365811282,13.888310127010234,19.000751542424176,559.78096969922,47.97319864714886,12.521448495446757,27.177000520350507,497.28927650108676,11.259766806642947,52.079399329487494,15.407803040060465,3.005298187176374,7.324912595182155,482.7893622238212,54.26035709433597,20.191492405239003,9.51519618734717,485.7990465028312,47.29312895258948,21.150463363390024,19.245869226384055,4.998387074032361,602.8833629000443,64.79340623646159,599.3793749359642,36.8485703246709,19.027073775426278,23.60292259760995,731.6493389146724,41.994035067630826,722.0627338692223,44.75575687272712,743.0968894982527,52.458963701615644,729.2686216443268,52.77451855909104,378.15425241145795,43.23770307256436,31.034483953035252,4.903900019247845,224.29333530753212,65.95982300029415,383.4160841850206,37.60393549701576,31.487294624837954,15.529885944460018,11.30961778436884,808.1660907726352,134.16742857618522,46.03855538211652,52.071927939168006,159.13469606157344,87.86009178246002,141.57561577400003,90.69310221752944,77.74411710381285,106.36259123432156,238.56557246683573,62.26782063046339,135.14830926234762,54.360956353681,251.4337998728297,74.38723402981044,14.509259950792876,35.363898801732276,263.59629739331547,98.09007757934265,46.2247323510063,285.1224062500259,127.51262479414758,116.03014361136893,30.134444082687423,388.3583132998235,269.6023211799628,139.21145949271337,172.69062714995502,303.22327767133504,332.5786371926357,382.5667615156702,199.56908612087688,96.9792863318219,69.60827915374361,10.9991209133177,252.90057048309842,303.9022554828956,254.46963805961497,125.50727213879146,91.40049592926037
27053100700,3139,25.06010715445485,8.13341209659576,21.359394928746177,18.337365820746875,403.6308290777025,15.704637262881294,21.269668921706224,20.94239403744782,15.284110857952351,17.7717046240748,576.6263679378876,37.11235497455131,20.865789734689,32.9599607899401,506.29856469747267,10.437382869136352,59.16604137681678,13.007139136157985,5.322012613282595,4.613117588601669,499.83339306401325,42.71731171167274,20.351013521742804,12.510002306700784,498.4749852355446,39.00688484119225,24.92369321570147,24.83487203433583,4.21477855358213,630.4509250107924,60.35279606109162,622.7736781572703,44.891681797048015,12.355815672350245,20.370299153755255,809.8088990784195,44.85579622268359,795.8437448775394,40.39855895730317,812.0523841324263,52.70197564449626,804.0513928066298,50.41048590929472,480.9655317939153,45.80431018750873,28.95849491447612,3.375448857575632,266.2202392155978,62.28323298206799,445.0211954004435,42.60193865939207,29.136525071303076,15.672854699822352,9.4431604878624391,841.9577644481167,101.15031827528676,32.82895867779561,86.21310283687893,74.01526169329186,90.55707944677249,122.64651937564827,120.7593660973761,88.13221331181096,102.47633489445215,187.89932056158437,105.643193939523,166.8758084043165,52.16952494188628,295.7316321554013,65.01402488481564,26.601196224265156,23.057902169140508,212.93511324778228,101.44471164779112,62.35923215129303,245.91926629919112,157.13165442524203,156.57168046571684,26.572110378215037,375.8613279004164,363.53683413846176,100.05849486841832,164.96049531600605,356.9820484532429,328.05746116792426,423.75096920618296,242.45706163353609,121.94034415224019,77.09337443455505,8.98612802323801,277.17358795084226,358.69033034817545,245.3172351282084,131.95881705582588,79.50742293685447
27053100800,4209,20.214041188820175,9.927328767637054,22.696820099777003,17.376446253306334,398.76123489198426,14.208432458515546,15.578251406878934,26.771211240624194,12.70634898202148,20.76242289265846,517.5472924419456,38.15403026149766,20.191756748088444,29.414481542552927,444.7175817132783,9.356460079610056,61.77131559749524,11.291329610077081,4.194299297803481,4.9998544187139835,438.35642530709407,39.68157446989999,18.88190054523306,9.441906894226399,441.8877365006833,45.72900454196655,17.310821812166584,26.697979175285035,4.079992577941719,571.9698212841656,60.830275501211375,577.6052467811492,45.48238697583181,9.138205445368824,21.608248726059806,719.7537615456791,45.44579966509286,714.0894828166676,41.558285113009916,724.7000751571777,55.63905897490605,720.4549546428965,53.35400067811374,378.83176254570526,40.567202332058876,27.976497741909757,3.8460590540614166,202.18782876904646,62.95626253247989,311.077151978452,39.85951568198676,34.08971390864372,11.721087501800085,8.057287676533589,675.6901303834022,80.60576026611366,39.58633878561672,90.50612011108288,69.29053166002628,73.53535748748978,80.62481836610122,138.55367892976432,65.76136512467689,107.45535752630055,169.6776807050848,89.79629231552661,130.81137098954,41.01464394026393,270.77853091834356,49.49626884837534,18.385980468531887,21.917183100433405,175.3480112328741,83.43680292764053,41.722628657399,261.5561055537141,99.01267658186956,152.70438377536158,23.336326256460474,351.3588629264249,327.3611910993115,65.7725774308142,155.52618300996176,324.52367579036047,301.17292344801706,400.8543571013938,202.12190115754584,82.02194558753582,56.565073349988644,7.7762632945821055,195.84254847811567,269.326813481809,230.34083235664355,79.19823142326565,54.44229760693561
27053100900,5005,14.990084531907206,10.802183037072082,21.530208935848183,18.96898076821648,382.788398097541,16.93476594448201,17.97686751145413,24.137802959838563,12.511675506845762,16.433964133976517,568.6132164595913,41.012506501647735,24.859736731128333,23.608090704313117,470.6193729359062,9.941238258298345,64.99101967263243,8.998606053485199,3.0950761581961967,6.3616983731358125,471.963260243512,36.811582024707704,17.391760746545902,11.567347248196928,468.4490090968572,48.48877282574094,15.217014515939406,24.703682306461353,4.137595862742171,571.2888564372008,59.38690983355496,584.5964399024042,44.589130722294,9.297782257885187,20.030061515563084,765.1652602700216,45.856923930921475,758.8305973236979,41.947666802764154,773.1981676122707,56.25681456580603,763.4655911083084,49.802388241164905,355.5327778802465,41.6240603748598,29.94187267307019,3.086394588065013,202.07667840403315,63.01497536403501,332.30589052531644,45.936667654727884,29.247733286907028,10.352997904681093,8.070196188275085,713.927161141923,57.380304453154864,41.34950340717253,82.41514189258689,72.61105761808649,96.29331733682262,102.21884457555862,137.2507377926165,71.14304053246256,93.44569205401949,193.01280092335236,116.9947371175533,111.10424843477836,46.9189921924402,306.7337353124583,42.470114506498774,14.60762234324241,30.024879048710247,172.44349122762003,81.47153088169044,54.18712356297108,277.0109557766076,86.93310821199309,141.12938414646217,23.637624088252682,347.1737606550131,341.18053814338106,71.14339981288708,153.26307232780368,347.9763697792852,324.3385910750732,429.501421863536,177.0638143645188,84.11251862240603,60.50554174970513,6.23688366600362,209.4024750477653,327.95434731059873,208.8075119535766,73.9128640339725,57.61532254553599
27053101200,4913,33.24826176153161,10.667150911890094,10.981639702238168,26.442999627276116,1211.4107215652182,16.390906468013632,26.771391355977748,14.456794991793675,17.73508132519487,19.610017923308003,1661.6934112678,44.17601897970239,10.57610062559273,36.02283271643941,1437.365162981323,11.8530025698829,53.350464345595924,13.875974066183444,7.239725441736764,6.112783376306464,1402.198088600788,54.329950129400174,26.73789894215731,7.999886964052104,1396.224722207846,39.521893168041025,27.903136607171874,22.058077797758028,3.6052617165262717,1825.5255726232351,61.16123726041663,1854.3859807579586,43.16639227876493,18.930700258892294,22.288027997935526,2235.4305693139745,47.56447979114486,2210.6215268582087,43.31440443662358,2244.7016394087245,51.52958046412621,2225.566916244008,54.31546011417752,1292.890288670763,45.9933937159523,30.26228172760789,5.074830424813657,746.1874112429908,62.84577539085918,1180.3801111665528,44.53423891710065,25.381654314718027,18.29580109881915,9.183592332363505,2154.781594098668,402.7730077132626,129.22300983217855,133.03276075657587,320.33333258827355,272.3666128260502,444.8584462669996,240.2276098591288,294.7026778637492,325.8583757800438,634.9707072062595,152.01718599411967,517.7796481851386,166.2025754767003,748.079191313591,194.5686431307653,101.51529176397784,85.71333166287594,758.5681952698789,373.32115522935055,111.69639954077819,721.4822665674242,509.37889432791786,402.6758510272009,65.81497459518249,1134.1654094152789,964.9547286694984,423.182660572478,498.23339116310814,1051.4706294011705,972.2791464890149,1146.8252948889285,702.2393090630428,343.1969139118609,225.81333660629792,37.8677457718887,741.8190334221057,959.6155832576108,546.9192154512945,394.2345545702569,197.88635725482536
