Variable,Mean,Median,Min,Max,SD,Moran_I,Moran_I_Pvalue
fry_sh_,53.07943458435158,55.44485201125371,24.543631419110763,78.24605320562857,12.947391995425132,0.7166228252655139,8.301422586870905e-42
