year,cluster_type,n_precincts,morans_i,pct_white,pct_black,pct_asian,pct_hispanic,pct_bachelors_plus,pct_higher_ed,pct_age_0_17,pct_age_18_34,pct_age_35_49,pct_age_50_64,pct_age_65_plus,pct_owner_occupied,pct_rent_burdened,pct_english_only,med_hh_income
2017,High-High,21,0.3865814783350209,80.47721942033657,7.114842475847242,3.1783057295788155,6.33358680441733,72.50515359605859,5.2289972623948335,20.149285819843318,25.119297761654067,21.270359004626798,19.419019186326402,14.042038227549417,64.23622094308358,35.28722970948493,88.17537472970058,131582.3709066225
2017,Low-Low,23,0.3865814783350209,58.528441011921885,15.010231120292193,6.358674516225713,14.93474784062278,52.351403310148534,23.775838355760342,16.89876519681589,45.68158357204146,17.20891567766655,12.361727787649446,7.849007765826653,38.56527932667216,48.86823373615213,72.05576173533423,66448.72607481603
2021,High-High,16,0.40112602211313425,59.484224754086114,22.52438023866101,5.675662391042591,8.038973857580997,56.15048551355659,6.028412334000416,21.25673365267892,29.247796765521958,19.864953345289127,17.894747007461824,11.735769229048165,54.480979043401355,42.16010125194194,81.3184341115462,104586.64018414322
2021,Low-Low,25,0.40112602211313425,61.674840590633956,14.206053505115552,6.518903895692896,12.554941011200023,55.36292415664879,26.15431093681107,13.721617846521248,51.5689678774924,15.946637142002873,11.397584155054187,7.36519297892929,32.649548529447635,48.574055229695624,73.28336462063766,64397.82427075877
2025,High-High,22,0.42835146628129883,82.99113314417289,5.3865349356958925,2.569672617980542,6.029098669381621,74.5439156640597,3.920234690304197,22.347389887354744,21.57914389317435,22.86126520566951,18.79250895421458,14.419692059586813,72.63292227710255,34.74226396800998,89.41091894023724,140670.11881277995
2025,Low-Low,31,0.42835146628129883,52.25707379009254,21.657328138126523,5.201306546945392,15.99576820791799,47.07328968183225,21.171970596830437,17.412720224915933,46.10832041183817,16.356232854731733,12.187319804327716,7.935406704186453,29.2752719441731,51.628123830709626,67.94309884268728,57392.005845982734
